Protocol,Compounds,InputFields,Iterations,NumPending,Hour,Day,Class
M,533.0,950.0,20,0.0,11.066667,Fri,F
O,360.0,467.0,20,2.0,12.133333,Wed,F
M,59.0,361.0,20,0.0,11.733333,Wed,F
N,1502.0,421.0,20,10.0,14.05,Tue,F
J,431.0,25.0,20,0.0,0.116667,Mon,F
O,244.0,229.0,20,0.0,7.933333,Mon,F
J,338.0,72.0,20,0.0,13.1,Sun,F
H,63.0,195.0,20,0.0,9.833333,Mon,F
J,107.0,10.0,50,0.0,16.8,Mon,F
N,892.0,625.0,20,3238.0,17.533333,Tue,F
O,21.0,113.0,100,0.0,14.45,Wed,F
M,139.0,583.0,20,0.0,16.266667,Fri,F
C,879.0,6238.0,20,0.0,14.8,Mon,F
M,595.0,145.0,20,0.0,15.133333,Fri,F
M,50.0,432.0,20,0.0,0.133333,Fri,F
N,908.0,695.0,20,0.0,0.516667,Tue,F
I,3133.0,45420.0,20,0.0,15.916667,Wed,F
O,230.0,358.0,20,0.0,9.733333,Mon,F
H,279.0,790.0,20,1.0,12.15,Wed,F
F,48.0,3450.0,20,0.0,15.816667,Tue,F
G,238.0,116.0,20,0.0,18.116667,Fri,F
M,151.0,161.0,20,0.0,11.616667,Wed,F
O,354.0,465.0,20,0.0,18.55,Tue,F
O,304.0,467.0,20,5.0,15.2,Fri,F
M,99.0,539.0,20,135.0,16.2,Fri,F
O,74.0,287.0,20,0.0,16.85,Wed,F
O,111.0,38.0,20,0.0,18.566667,Mon,F
M,138.0,790.0,20,27.0,11.816667,Fri,F
M,101.0,2447.0,10,0.0,10.083333,Tue,F
J,696.0,71.0,20,0.0,13.1,Sun,F
G,31.0,155.0,100,0.0,10.866667,Tue,F
J,155.0,329.0,20,516.0,17.866667,Thu,F
H,76.0,233.0,20,0.0,14.016667,Tue,F
H,277.0,799.0,20,0.0,17.066667,Tue,F
N,28.0,409.0,100,0.0,16.033333,Mon,F
N,570.0,464.0,20,167.0,14.133333,Mon,F
N,125.0,2486.0,20,0.0,15.733333,Mon,F
H,143.0,338.0,20,0.0,10.2,Fri,F
J,32.0,699.0,200,0.0,11.25,Thu,F
J,174.0,424.0,20,0.0,13.75,Thu,F
M,236.0,670.0,20,0.0,8.0,Mon,F
O,186.0,40.0,20,2973.0,15.866667,Tue,F
O,278.0,467.0,20,8.0,10.65,Fri,F
L,309.0,11640.0,20,0.0,16.033333,Fri,F
M,44.0,1512.0,20,0.0,12.0,Fri,F
A,237.0,635.0,20,0.0,7.916667,Mon,F
I,5814.0,25002.0,20,0.0,17.266667,Fri,F
O,364.0,463.0,20,0.0,14.733333,Wed,F
H,465.0,533.0,20,0.0,16.35,Mon,F
O,244.0,273.0,20,33.0,11.316667,Fri,F
A,3744.0,191.0,20,1.0,14.65,Wed,F
L,222.0,13412.0,20,0.0,14.766667,Tue,F
I,4515.0,1352.0,20,0.0,16.6,Wed,F
I,780.0,27853.0,20,0.0,13.866667,Fri,F
H,540.0,576.0,20,11.0,13.9,Tue,F
M,531.0,646.0,20,0.0,18.366667,Thu,F
M,108.0,838.0,20,0.0,11.016667,Fri,F
F,229.0,689.0,20,132.0,15.766667,Fri,F
M,235.0,984.0,20,0.0,15.733333,Fri,F
I,288.0,4475.0,200,0.0,17.6,Fri,F
O,357.0,469.0,20,0.0,18.65,Tue,F
O,45.0,414.0,20,40.0,12.25,Wed,F
J,187.0,405.0,20,91.0,16.716667,Fri,F
J,171.0,324.0,20,0.0,15.883333,Fri,F
J,572.0,75.0,20,0.0,13.1,Sun,F
M,458.0,456.0,20,0.0,16.216667,Tue,F
O,363.0,437.0,50,268.0,10.683333,Wed,F
J,210.0,369.0,20,0.0,16.0,Thu,F
L,30.0,21964.0,100,0.0,10.533333,Thu,F
H,42.0,131.0,20,0.0,12.0,Fri,F
C,284.0,3659.0,200,0.0,17.6,Fri,F
O,64.0,274.0,20,0.0,9.383333,Wed,F
G,1341.0,134.0,20,1.0,10.966667,Thu,F
H,110.0,310.0,20,59.0,21.533333,Wed,F
H,535.0,741.0,20,0.0,12.533333,Wed,F
J,462.0,245.0,20,0.0,13.966667,Tue,F
N,221.0,2859.0,20,0.0,15.233333,Tue,F
J,336.0,73.0,20,18.0,13.1,Sun,F
M,230.0,775.0,20,46.0,11.316667,Fri,F
J,349.0,77.0,200,0.0,14.9,Fri,F
O,74.0,440.0,20,0.0,18.383333,Thu,F
N,197.0,1225.0,20,0.0,19.6,Mon,F
J,480.0,1417.0,20,0.0,14.516667,Mon,F
H,2411.0,415.0,20,1.0,11.25,Thu,F
J,233.0,180.0,200,0.0,17.833333,Fri,F
J,917.0,21.0,10,4.0,9.283333,Thu,F
N,587.0,540.0,20,0.0,15.483333,Tue,F
J,230.0,437.0,20,213.0,11.15,Wed,F
G,1055.0,126.0,10,164.0,10.666667,Thu,F
O,307.0,463.0,20,0.0,15.183333,Fri,F
O,108.0,118.0,20,188.0,10.8,Wed,F
O,200.0,139.0,20,32.0,10.55,Mon,F
O,240.0,27.0,20,57.0,11.383333,Fri,F
N,275.0,634.0,20,328.0,17.75,Mon,F
O,47.0,370.0,20,2.0,13.883333,Tue,F
H,3739.0,193.0,20,127.0,14.733333,Wed,F
O,266.0,465.0,20,0.0,15.45,Wed,F
O,367.0,469.0,20,67.0,12.166667,Wed,F
N,130.0,840.0,20,189.0,17.183333,Tue,F
J,175.0,379.0,100,0.0,13.566667,Fri,F
M,293.0,1351.0,20,1.0,16.233333,Wed,F
M,789.0,3346.0,20,0.0,18.033333,Wed,F
M,542.0,431.0,20,0.0,11.433333,Wed,F
H,480.0,400.0,20,0.0,9.75,Mon,F
J,117.0,945.0,20,0.0,7.433333,Thu,F
M,90.0,525.0,20,0.0,17.833333,Tue,F
O,353.0,460.0,20,0.0,17.2,Wed,F
O,47.0,374.0,20,116.0,10.65,Tue,F
O,419.0,40.0,20,81.0,9.366667,Tue,F
M,243.0,1059.0,20,0.0,12.466667,Fri,F
C,3776.0,762.0,20,0.0,7.0,Tue,F
O,353.0,464.0,50,0.0,16.783333,Mon,F
O,313.0,464.0,50,4.0,14.383333,Tue,F
G,1063.0,224.0,10,0.0,14.266667,Mon,F
M,46.0,452.0,20,0.0,16.15,Fri,F
O,426.0,37.0,20,0.0,14.7,Tue,F
J,181.0,421.0,20,127.0,14.45,Thu,F
J,719.0,69.0,20,0.0,13.083333,Sun,F
M,411.0,352.0,20,0.0,2.866667,Sat,F
N,949.0,691.0,20,0.0,0.383333,Tue,F
O,435.0,360.0,20,26.0,16.533333,Wed,F
L,3675.0,2958.0,20,0.0,11.666667,Wed,F
N,405.0,63.0,20,3.0,9.8,Fri,F
J,41.0,697.0,200,0.0,11.2,Thu,F
H,146.0,57.0,10,0.0,16.883333,Fri,F
N,141.0,4336.0,20,0.0,7.966667,Thu,F
L,299.0,10984.0,20,0.0,15.533333,Fri,F
H,269.0,781.0,20,9.0,14.0,Wed,F
O,294.0,462.0,20,0.0,14.05,Fri,F
G,537.0,215.0,20,130.0,22.216667,Mon,F
N,22.0,571.0,100,0.0,8.85,Wed,F
J,91.0,10.0,50,0.0,17.416667,Mon,F
H,249.0,691.0,20,0.0,12.5,Fri,F
J,475.0,73.0,20,0.0,13.066667,Sun,F
O,289.0,466.0,20,0.0,18.966667,Thu,F
N,265.0,1297.0,20,0.0,13.983333,Wed,F
E,883.0,269.0,20,0.0,17.55,Tue,F
H,99.0,301.0,20,0.0,13.833333,Tue,F
O,48.0,221.0,20,0.0,10.783333,Fri,F
H,78.0,196.0,20,0.0,16.516667,Wed,F
O,1503.0,144.0,20,8.0,14.116667,Tue,F
I,166.0,8970.0,100,0.0,13.583333,Fri,F
M,145.0,297.0,20,14.0,13.783333,Wed,F
N,1006.0,426.0,20,34.0,13.966667,Tue,F
N,869.0,1391.0,50,0.0,17.35,Wed,F
O,356.0,439.0,20,0.0,13.55,Fri,F
J,39.0,700.0,200,0.0,17.866667,Wed,F
O,300.0,459.0,50,12.0,10.016667,Wed,F
L,83.0,11608.0,50,0.0,13.15,Thu,F
J,220.0,54.0,20,500.0,17.733333,Fri,F
G,4512.0,50.0,20,5.0,16.6,Wed,F
N,20.0,564.0,100,0.0,8.85,Wed,F
N,25.0,537.0,100,0.0,16.45,Tue,F
L,313.0,15394.0,20,0.0,14.616667,Fri,F
J,661.0,71.0,20,0.0,13.1,Sun,F
M,270.0,1307.0,20,2.0,12.083333,Wed,F
L,364.0,5823.0,50,0.0,11.0,Fri,F
H,124.0,333.0,20,0.0,16.516667,Fri,F
O,300.0,466.0,50,4.0,14.45,Tue,F
J,329.0,325.0,20,220.0,15.15,Fri,F
O,305.0,478.0,20,2.0,14.533333,Fri,F
J,590.0,544.0,20,11.0,16.233333,Mon,F
O,366.0,464.0,20,1.0,10.683333,Thu,F
M,30.0,491.0,20,0.0,16.066667,Mon,F
M,95.0,2335.0,10,0.0,9.233333,Tue,F
N,24.0,548.0,100,0.0,8.866667,Wed,F
J,1409.0,136.0,10,0.0,18.666667,Tue,F
F,60.0,627.0,20,0.0,15.483333,Thu,F
O,298.0,93.0,20,1.0,12.316667,Wed,F
J,197.0,383.0,20,0.0,16.9,Mon,F
N,147.0,781.0,20,346.0,11.816667,Fri,F
J,457.0,242.0,20,0.0,13.966667,Tue,F
H,110.0,330.0,20,1.0,12.533333,Mon,F
M,94.0,1052.0,20,0.0,15.966667,Tue,F
M,59.0,1533.0,20,0.0,16.166667,Fri,F
M,875.0,1384.0,50,0.0,17.3,Wed,F
M,105.0,478.0,20,13.0,14.05,Mon,F
O,287.0,470.0,20,0.0,10.6,Fri,F
J,358.0,257.0,20,0.0,18.4,Fri,F
O,480.0,146.0,20,0.0,14.216667,Thu,F
O,357.0,462.0,50,42.0,10.633333,Wed,F
J,145.0,635.0,20,0.0,21.0,Wed,F
J,1415.0,142.0,10,0.0,20.55,Tue,F
I,424.0,45628.0,20,0.0,11.016667,Fri,F
J,301.0,485.0,20,8.0,14.533333,Fri,F
J,560.0,163.0,40,96.0,15.216667,Mon,F
O,286.0,466.0,20,0.0,18.916667,Thu,F
O,272.0,461.0,20,0.0,13.183333,Thu,F
N,230.0,1203.0,20,0.0,15.233333,Tue,F
M,144.0,914.0,50,0.0,10.733333,Mon,F
G,235.0,389.0,20,55.0,13.816667,Tue,F
H,178.0,510.0,20,0.0,13.833333,Thu,F
H,889.0,61.0,20,3134.0,17.5,Tue,F
O,44.0,248.0,20,0.0,12.266667,Fri,F
O,288.0,471.0,20,0.0,18.983333,Thu,F
I,2504.0,22096.0,20,0.0,12.133333,Wed,F
O,266.0,461.0,20,0.0,14.233333,Wed,F
J,184.0,331.0,20,0.0,23.2,Sat,F
M,191.0,603.0,20,1.0,17.95,Mon,F
J,4952.0,18.0,20,0.0,10.133333,Thu,F
N,330.0,99.0,20,188.0,11.466667,Thu,F
F,464.0,493.0,11,3.0,16.366667,Thu,F
M,30.0,507.0,20,0.0,15.95,Thu,F
J,470.0,73.0,20,0.0,13.1,Sun,F
J,670.0,69.0,20,0.0,13.083333,Sun,F
M,400.0,97.0,20,1.0,10.6,Thu,F
J,100.0,803.0,20,0.0,13.916667,Mon,F
O,77.0,10.0,20,0.0,17.433333,Thu,F
M,236.0,1264.0,20,0.0,14.866667,Tue,F
I,14097.0,375.0,20,0.0,16.35,Wed,F
H,89.0,235.0,20,0.0,13.366667,Tue,F
O,318.0,472.0,20,0.0,10.833333,Fri,F
O,390.0,718.0,20,11.0,14.15,Mon,F
O,38.0,115.0,100,0.0,10.7,Wed,F
M,580.0,680.0,20,0.0,10.716667,Tue,F
H,559.0,464.0,20,10.0,13.55,Mon,F
J,1061.0,138.0,10,0.0,13.533333,Wed,F
J,1406.0,140.0,10,0.0,22.216667,Tue,F
L,4511.0,1103.0,20,0.0,16.6,Wed,F
F,98.0,910.0,20,376.0,16.216667,Fri,F
O,367.0,465.0,20,0.0,18.366667,Tue,F
O,358.0,476.0,20,0.0,18.7,Thu,F
J,269.0,459.0,20,2.0,11.616667,Wed,F
O,292.0,466.0,20,0.0,19.266667,Thu,F
O,285.0,469.0,20,0.0,19.066667,Thu,F
O,313.0,459.0,20,0.0,15.15,Fri,F
O,46.0,418.0,20,64.0,12.166667,Wed,F
N,31.0,279.0,100,0.0,10.283333,Thu,F
J,1064.0,142.0,10,4.0,7.066667,Thu,F
N,170.0,1468.0,20,75.0,15.716667,Tue,F
M,48.0,370.0,20,0.0,17.25,Tue,F
M,459.0,426.0,20,0.0,6.15,Fri,F
M,236.0,1353.0,20,185.0,13.833333,Tue,F
O,790.0,89.0,20,0.0,16.416667,Mon,F
M,328.0,1352.0,20,15.0,15.55,Thu,F
N,155.0,898.0,20,296.0,17.866667,Thu,F
M,52.0,431.0,20,0.0,0.116667,Wed,F
O,361.0,433.0,50,34.0,10.7,Wed,F
J,1065.0,142.0,10,1.0,13.066667,Mon,F
O,306.0,463.0,50,193.0,14.5,Tue,F
I,781.0,27849.0,20,0.0,14.266667,Fri,F
O,129.0,158.0,20,0.0,16.783333,Fri,F
F,27.0,774.0,100,0.0,15.85,Mon,F
G,3251.0,209.0,20,33.0,8.55,Mon,F
O,47.0,230.0,20,0.0,11.483333,Tue,F
A,120.0,338.0,20,3340.0,13.25,Mon,F
J,616.0,70.0,20,0.0,13.1,Sun,F
H,154.0,57.0,10,1.0,10.9,Thu,F
O,359.0,462.0,50,174.0,10.633333,Wed,F
H,537.0,740.0,20,7.0,7.716667,Fri,F
M,161.0,231.0,20,0.0,20.9,Mon,F
M,169.0,677.0,50,0.0,9.916667,Wed,F
M,159.0,836.0,20,1.0,8.583333,Fri,F
O,337.0,474.0,20,19.0,11.833333,Fri,F
M,61.0,430.0,20,0.0,0.133333,Fri,F
J,1057.0,143.0,10,3.0,12.716667,Thu,F
J,1412.0,138.0,10,5.0,10.983333,Wed,F
G,459.0,55.0,10,3.0,11.633333,Tue,F
J,185.0,374.0,20,0.0,21.166667,Mon,F
I,233.0,26350.0,20,0.0,12.85,Fri,F
O,264.0,454.0,20,0.0,16.783333,Tue,F
O,308.0,459.0,50,0.0,9.916667,Wed,F
G,570.0,140.0,20,169.0,14.133333,Mon,F
O,167.0,420.0,20,65.0,15.833333,Thu,F
N,560.0,470.0,20,38.0,15.216667,Mon,F
J,786.0,31.0,20,100.0,21.716667,Tue,F
G,453.0,60.0,10,3.0,9.9,Tue,F
O,362.0,465.0,20,0.0,14.783333,Wed,F
O,119.0,165.0,20,29.0,16.5,Fri,F
H,38.0,124.0,20,0.0,15.5,Tue,F
J,52.0,533.0,50,0.0,15.583333,Fri,F
H,64.0,195.0,20,0.0,10.166667,Mon,F
J,101.0,10.0,50,0.0,16.533333,Mon,F
N,460.0,99.0,20,12.0,15.566667,Mon,F
J,225.0,399.0,20,75.0,16.6,Fri,F
J,1066.0,136.0,10,0.0,13.683333,Wed,F
M,30.0,490.0,20,0.0,11.033333,Wed,F
I,38.0,4646.0,100,0.0,10.85,Tue,F
O,362.0,475.0,20,0.0,10.583333,Fri,F
O,361.0,434.0,50,0.0,11.3,Wed,F
J,78.0,672.0,20,245.0,10.833333,Tue,F
O,354.0,466.0,50,0.0,13.066667,Wed,F
M,231.0,1249.0,20,16.0,10.3,Wed,F
O,324.0,476.0,20,0.0,18.45,Thu,F
M,402.0,429.0,20,0.0,13.583333,Mon,F
O,318.0,475.0,20,0.0,11.816667,Fri,F
O,101.0,10.0,20,0.0,16.55,Mon,F
N,98.0,550.0,20,31.0,16.2,Fri,F
N,280.0,637.0,20,362.0,17.766667,Mon,F
J,489.0,76.0,20,0.0,13.083333,Sun,F
M,103.0,366.0,20,0.0,21.533333,Wed,F
M,33.0,372.0,20,0.0,11.016667,Wed,F
L,3742.0,1300.0,20,0.0,14.666667,Wed,F
O,307.0,456.0,50,21.0,14.4,Tue,F
O,39.0,418.0,20,0.0,17.933333,Tue,F
M,295.0,932.0,20,0.0,18.683333,Mon,F
J,103.0,190.0,20,379.0,16.216667,Fri,F
N,937.0,695.0,20,0.0,0.283333,Fri,F
O,355.0,464.0,20,0.0,15.383333,Fri,F
M,47.0,510.0,20,0.0,17.483333,Fri,F
O,152.0,320.0,20,141.0,17.85,Thu,F
J,453.0,75.0,20,0.0,13.116667,Sun,F
A,467.0,663.0,20,22.0,19.683333,Mon,F
A,326.0,895.0,20,21.0,15.15,Fri,F
H,43.0,139.0,20,0.0,17.433333,Fri,F
N,20.0,549.0,100,0.0,8.883333,Wed,F
O,290.0,461.0,20,0.0,15.4,Wed,F
G,447.0,230.0,20,0.0,14.8,Tue,F
I,5816.0,12472.0,20,0.0,15.083333,Fri,F
O,67.0,149.0,20,0.0,20.7,Wed,F
I,464.0,5104.0,20,0.0,14.25,Wed,VF
J,321.0,29.0,20,0.0,21.066667,Sun,VF
N,950.0,691.0,20,0.0,0.416667,Tue,VF
F,55.0,514.0,20,0.0,10.75,Wed,VF
J,275.0,358.0,20,0.0,18.25,Mon,VF
J,431.0,26.0,20,0.0,21.083333,Sun,VF
I,358.0,1397.0,20,0.0,20.683333,Thu,VF
F,23.0,362.0,20,0.0,10.233333,Fri,VF
J,180.0,501.0,20,0.0,4.966667,Wed,VF
N,36.0,94.0,20,0.0,11.366667,Thu,VF
J,49.0,704.0,100,0.0,15.283333,Wed,VF
I,228.0,1398.0,20,0.0,17.6,Fri,VF
J,250.0,149.0,20,0.0,10.733333,Fri,VF
J,66.0,256.0,20,0.0,10.95,Tue,VF
I,308.0,674.0,20,0.0,13.4,Tue,VF
F,152.0,589.0,20,64.0,16.266667,Wed,VF
J,254.0,173.0,20,1.0,16.416667,Thu,VF
F,45.0,2526.0,20,46.0,11.983333,Fri,VF
C,305.0,9464.0,20,0.0,16.266667,Wed,VF
N,28.0,276.0,20,0.0,16.15,Wed,VF
I,234.0,800.0,20,0.0,11.383333,Fri,VF
D,885.0,57.0,20,0.0,17.766667,Tue,VF
L,23.0,5639.0,20,0.0,11.033333,Wed,VF
L,334.0,1017.0,20,0.0,11.45,Thu,VF
D,33.0,16.0,20,0.0,10.983333,Wed,VF
G,538.0,186.0,20,0.0,13.866667,Tue,VF
J,173.0,1417.0,20,0.0,5.0,Wed,VF
N,415.0,1134.0,20,16.0,13.616667,Tue,VF
N,406.0,432.0,20,0.0,10.916667,Mon,VF
E,180.0,173.0,20,0.0,15.816667,Thu,VF
I,460.0,6150.0,20,0.0,19.633333,Mon,VF
D,28.0,27.0,20,0.0,10.266667,Wed,VF
J,94.0,270.0,20,0.0,5.783333,Tue,VF
I,53.0,7997.0,20,0.0,13.6,Fri,VF
N,147.0,57.0,20,0.0,8.533333,Thu,VF
M,137.0,117.0,20,0.0,9.566667,Mon,VF
I,490.0,3328.0,20,0.0,13.583333,Thu,VF
F,57.0,622.0,20,0.0,17.266667,Tue,VF
N,80.0,31.0,10,0.0,9.383333,Thu,VF
D,20.0,10.0,20,0.0,8.566667,Wed,VF
N,161.0,543.0,20,0.0,17.3,Tue,VF
N,45.0,289.0,20,0.0,10.283333,Fri,VF
O,228.0,98.0,10,0.0,16.05,Fri,VF
C,1056.0,2783.0,10,0.0,5.8,Thu,VF
N,408.0,89.0,20,0.0,12.2,Thu,VF
J,29.0,734.0,100,0.0,10.483333,Thu,VF
J,101.0,42.0,20,0.0,18.233333,Thu,VF
J,97.0,308.0,20,0.0,15.633333,Tue,VF
