col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,class
31.1421,32.324,37.5355,43.4115,42.5755,38.6982,34.8363,27.2288,18.4128,14.0898,20.7811,22.3786,22.7188,21.7725,32.3935,37.9021,43.4003,43.8388,39.0265,39.9676,34.1245,26.6117,23.7401,20.7135,19.4116,15.1044,26.2716,32.786,35.771,39.324,38.8783,41.5105,32.8248,29.6894,30.6898,16.3157,22.2143,17.4271,24.307,20.8704,27.7921,30.6916,42.9717,45.0107,44.7348,35.1978,36.2263,33.5025,21.2598,25.6927,14.2865,18.9865,21.5345,22.3358,37.3268,38.1527,45.8281,37.3389,44.6804,42.1113,Cyclic
32.7824,35.4013,43.1513,41.1918,33.3502,32.3278,30.7077,20.9117,17.5616,13.7516,16.5663,28.2534,33.5483,39.0958,42.7483,35.1686,36.4193,34.1711,32.6901,24.7323,21.6053,22.7476,22.446,19.9948,32.1531,33.7879,40.9765,42.0481,34.933,30.3235,28.9688,19.613,16.6861,14.4412,17.6487,22.8212,24.6169,36.6319,36.9189,39.286,34.0266,30.4264,29.79,19.7448,23.9866,16.7953,22.7954,28.3563,26.0288,38.497,39.7943,35.695,36.2334,30.2115,31.9464,28.6318,21.2604,17.4355,17.5393,23.3659,Cyclic
26.2753,32.992,42.9596,44.7994,35.8042,38.0698,37.8979,22.6653,18.6551,19.9587,13.7404,16.774,26.7887,30.7915,37.7107,38.2388,45.675,35.5137,33.3507,35.6635,23.1249,23.9289,23.0953,14.1643,23.7111,23.8931,35.7854,44.1221,44.6031,37.6833,34.7215,31.1475,34.0017,27.4072,17.3013,19.2803,16.9973,26.4973,26.5086,36.8745,41.7641,36.2323,38.622,33.6377,29.55,22.1039,23.9627,14.9599,23.1248,19.4595,25.1915,26.9136,31.1622,45.0925,47.4567,39.6012,33.75,26.4614,27.3192,25.5401,Cyclic
30.6452,33.5252,47.7151,41.2529,39.2562,38.762,38.4,24.4824,19.1655,20.1992,13.2109,12.8291,18.7599,25.6468,38.5677,36.1103,48.6031,48.2751,45.7563,32.5005,29.7102,22.3788,25.1075,10.5893,10.8242,15.1053,21.3766,29.6578,33.7933,47.2711,43.4118,49.0611,45.2724,34.169,31.5485,23.9859,17.2146,17.5982,20.4758,24.7824,28.2999,31.1446,39.9752,49.6628,40.3528,42.8835,33.5415,37.2749,26.5876,16.4501,20.2041,19.2114,12.4077,23.5028,36.1555,40.7686,43.7731,38.7943,45.2266,42.783,Cyclic
27.648,33.5861,42.7934,46.4275,41.1317,33.9477,29.1796,25.3117,19.6424,11.4724,21.7208,22.1861,27.5997,34.3349,37.9275,40.2055,42.1164,40.0931,24.3769,19.7755,12.5162,13.3379,20.628,26.4421,36.3659,39.8148,42.8554,48.3719,36.8583,36.7131,27.5907,17.5332,16.3427,21.4677,13.7189,29.7273,31.8794,36.2559,43.951,41.9473,39.0828,39.8352,29.7303,19.1593,19.269,11.5792,18.7224,29.8883,29.9162,38.6006,44.2021,42.9841,39.9989,30.0995,27.5627,19.7863,13.4556,20.3962,24.237,23.5146,Cyclic
31.5555,33.8108,47.7598,40.4056,34.2128,26.8555,30.1153,13.082,19.8027,19.3834,26.7693,31.8521,40.1876,39.8323,43.9535,37.7174,24.2572,23.6006,13.4661,16.1605,16.1841,32.2748,40.7452,41.001,42.0267,47.4836,31.6293,31.7157,19.3745,11.8441,12.0783,25.5561,35.7218,43.9844,48.6975,38.1681,35.859,34.6789,30.3785,23.1508,14.7885,20.0223,27.5827,38.2921,35.1351,43.0436,45.1359,31.75,29.2927,16.4292,21.88,13.8714,22.6016,26.2231,37.3841,45.987,43.623,43.531,35.1972,23.164,Cyclic
30.4263,31.6327,46.6698,48.9582,40.0309,33.1004,36.0582,23.3431,18.2161,13.2019,17.1544,23.664,30.175,37.0568,45.0795,47.1703,40.0633,33.7069,31.2085,27.8554,18.8463,14.7332,20.996,25.3971,28.9077,31.2821,38.6375,43.3876,39.8404,44.3824,35.9683,23.4232,23.3557,13.5064,11.9169,25.3355,30.6258,29.6697,37.7853,47.4906,48.6625,34.7035,34.7343,22.2885,20.2692,22.1443,11.3342,16.0277,25.7879,30.392,37.3136,41.2004,48.7232,41.375,33.6045,24.3277,21.3865,12.8611,13.441,23.6507,Cyclic
24.1847,34.7777,34.6964,47.8299,46.5885,46.6013,32.8805,31.1499,23.6288,26.0118,12.7073,17.3334,23.9686,24.4537,30.9613,36.8414,35.765,43.2106,43.0446,43.6868,36.2016,41.0922,29.1629,21.0833,24.4921,16.6965,14.6607,23.3559,19.2725,30.5418,38.0932,40.0787,44.2849,40.4234,37.2995,41.6467,36.8056,22.9298,19.2132,22.0484,21.3324,22.2866,22.6476,22.2954,30.4205,31.3322,35.0983,46.2959,43.6555,35.5152,37.0053,32.0781,25.8186,21.2632,14.8307,11.5735,12.7388,21.701,27.3388,36.7612,Cyclic
28.5487,38.744,41.5082,37.8523,40.991,40.9896,40.6828,37.1377,30.4491,26.8964,15.8185,16.1749,19.811,17.9418,31.5212,25.9806,34.4269,41.4225,35.2909,42.9488,34.1235,37.9459,33.6538,24.4063,27.8152,18.6115,23.3455,16.5313,19.3346,30.7055,26.231,30.7317,36.0663,46.0435,35.8849,32.1875,39.7325,24.5143,28.4302,28.1053,17.0588,21.5861,26.6075,21.9976,22.7838,35.1121,36.0863,40.2796,45.1335,37.2871,43.0745,32.8185,33.2167,23.3482,19.4809,17.3597,22.8378,23.1099,19.1903,27.7754,Cyclic
24.0823,39.542,44.7246,46.4448,44.1481,37.6568,27.1227,25.928,20.0148,15.0963,19.9849,26.8917,28.609,32.2573,36.2212,38.5804,37.718,29.1157,25.728,21.2087,14.0566,16.2058,22.0113,26.2517,30.0016,37.2407,45.0267,42.8906,32.2107,26.5808,24.5923,20.3293,14.7924,24.1676,21.5377,26.5376,36.7649,44.3524,35.8989,42.4474,31.4146,22.3716,19.3152,18.3085,14.8759,26.1938,22.6466,38.906,33.7466,36.3569,36.8069,42.2168,37.1631,28.3435,26.3122,22.2013,23.8705,27.9548,30.8444,31.9461,Cyclic
34.7518,37.8581,33.9115,39.0104,40.3342,35.3339,32.8157,29.2201,22.5748,15.4523,14.7442,23.852,32.8415,37.8022,44.5937,43.9901,41.1524,33.9709,29.8271,30.4667,21.9371,20.3822,18.888,19.9011,31.5657,36.6357,38.4958,44.0208,39.2993,40.6416,26.9174,29.916,22.7786,22.6408,20.3626,25.0666,33.2931,39.6588,40.725,39.3124,42.2019,38.9795,37.3862,28.8823,23.848,23.9066,14.338,23.1383,28.3407,28.2566,39.5542,45.1578,45.5955,31.2422,31.913,20.5122,23.3023,18.7024,20.177,25.4505,Cyclic
35.3886,31.1781,40.0412,43.0335,49.524,40.9418,42.369,30.1531,26.2527,23.1775,19.8854,19.6929,21.8371,26.858,23.5333,29.7983,43.4008,43.3492,48.2375,43.868,44.0174,28.0555,25.2838,22.7374,13.7026,14.0234,22.1151,23.7195,25.4777,37.8699,37.8675,46.9544,43.1349,41.2859,37.2685,29.3465,24.3118,21.7426,19.1515,21.6677,10.8815,16.147,30.0197,28.4724,38.7162,44.6195,47.8467,48.8456,39.3609,38.4488,33.1053,19.9349,14.9612,12.1486,12.6295,13.4592,18.9672,35.4734,30.1459,45.5273,Cyclic
29.7191,30.7809,40.2461,40.8522,38.4162,38.2877,29.6741,25.9852,14.3845,21.9506,15.3331,20.7709,18.7554,34.1252,31.5834,46.5455,49.2307,43.8259,32.1281,26.4022,27.4004,24.5293,12.1374,15.5811,16.099,29.3377,36.7325,39.3069,47.8725,46.4693,45.2809,35.0506,31.9822,24.3381,22.809,16.0267,11.6986,15.0845,29.6455,27.8207,42.5484,40.1427,49.7552,41.3569,30.9477,30.6163,18.8822,21.9439,12.9733,18.6547,24.8714,24.3326,30.0769,35.7262,45.0236,39.7163,36.6515,36.7801,28.0335,27.4249,Cyclic
29.754,36.7461,34.6286,40.5504,39.2134,35.2695,33.2825,22.047,22.3463,19.5624,21.2992,22.7115,34.0128,32.7474,33.3342,42.1226,36.1492,41.6544,30.8434,26.7906,20.8851,23.7475,20.409,26.7196,22.4263,34.522,40.72,41.4645,37.212,38.1099,38.7157,22.8614,21.2261,17.9143,16.2007,20.4512,22.1374,25.989,35.9593,38.0723,46.6801,45.6258,30.5352,33.1574,20.3447,24.133,17.4168,23.5009,23.6633,26.5852,30.5295,35.4169,43.1147,35.3654,41.1558,29.3852,24.103,26.6137,23.4871,18.7953,Cyclic
35.9258,34.3601,36.8129,41.6699,33.0051,32.8896,20.6579,14.713,15.4679,19.4486,20.8808,36.15,44.262,45.4064,44.5532,29.7262,33.4035,19.4187,19.8111,18.7687,23.8189,35.1031,35.8554,39.7761,38.9337,32.6482,36.6745,23.9739,19.1861,18.8524,21.8593,23.0264,28.5491,44.0749,42.8595,45.1513,40.6436,34.3019,17.9363,22.1737,18.4738,26.0639,34.8423,30.3571,40.7255,35.3295,42.4148,26.8759,19.7363,16.5024,19.6711,23.608,29.2072,35.9468,34.5492,43.5977,43.6723,40.8966,26.1019,21.0406,Cyclic
24.3533,32.4537,30.1623,25.9671,28.9761,22.368,31.4001,24.988,31.0431,27.8945,31.5241,30.4338,29.0218,23.064,25.6775,22.4059,23.5777,20.5268,22.2127,23.4436,26.9127,14.9626,21.4433,25.3975,18.9186,13.8473,21.1135,16.637,23.4948,20.578,20.3911,13.6966,15.1108,9.44602,12.2236,19.525,9.46248,10.1514,8.05892,17.0121,12.1974,16.452,12.5749,16.2184,11.095,5.10706,4.45192,11.2855,10.5764,8.33704,9.29436,9.84957,5.12968,8.53378,7.8735,2.97256,10.8578,7.57085,6.46623,2.31222,Decreasing_trend
32.4196,30.0036,26.494,27.6558,22.4996,25.7333,21.9773,25.1915,24.1323,25.9592,25.2632,24.5643,26.1198,27.4542,18.1205,25.8324,17.7175,27.9805,20.427,20.1064,23.7642,24.6833,24.3027,14.1825,20.261,22.1873,19.4518,22.1978,21.0627,20.6954,18.3392,21.6867,18.6978,20.5599,19.9121,9.77234,9.81596,13.6251,13.0158,12.4766,16.8982,9.84385,6.3405,14.4266,11.8497,9.30006,5.56316,10.8903,14.0913,4.24314,8.74702,5.02664,4.04425,5.49359,0.826886,7.88918,8.8615,9.36671,6.21406,8.46026,Decreasing_trend
33.9476,28.6465,28.6307,24.1025,28.6238,27.0976,29.6932,22.4303,23.5246,32.1073,25.8565,26.0993,21.8227,30.7098,24.249,30.8167,27.2363,21.1805,19.8013,28.3645,20.3812,19.303,26.0885,17.8592,22.7642,18.3083,28.5453,21.2634,27.681,23.2024,27.3876,22.306,16.4992,21.4736,18.7011,18.7056,20.0893,22.9158,20.8645,22.6173,22.719,18.5386,18.8342,18.7083,17.1377,15.3623,17.6883,15.6039,20.2019,21.1325,17.7934,19.6144,20.8373,15.4242,18.7589,18.355,18.6462,9.79881,8.94064,19.7619,Decreasing_trend
30.585,27.6158,28.1859,32.484,23.2883,23.5485,33.9241,26.1884,26.0472,29.0487,22.9901,25.1679,28.751,29.8951,21.2976,19.9875,29.2758,21.4671,21.5377,29.8969,20.0068,26.6136,21.328,25.9993,21.2965,20.8538,26.5022,19.1425,17.8325,16.4739,22.9331,25.6265,20.9094,21.6187,22.5508,14.8835,16.3136,17.6413,18.4802,21.507,20.812,19.7712,15.1227,20.405,18.9917,15.4031,16.2438,12.1789,15.4715,13.531,16.5611,13.7645,10.3319,11.6633,12.2492,16.3824,12.453,17.4767,15.7032,14.9594,Decreasing_trend
32.7365,34.6519,33.9412,28.3763,31.9747,22.7053,24.9317,23.7198,30.3256,25.7845,27.3811,27.5357,19.4807,18.6926,20.5734,23.8835,22.8247,22.6344,21.7956,25.0422,21.6707,21.1716,15.0793,16.0579,14.8218,17.689,20.97,17.6723,11.7872,15.1355,14.4091,15.3131,18.6867,17.6959,17.4916,13.2318,9.70352,15.6554,14.0072,9.60566,15.3195,4.98005,12.5403,7.28974,7.32567,2.87491,1.29287,12.4691,0.641311,2.54455,1.08002,3.53005,3.80137,8.91888,7.78926,2.8971,-2.51614,2.29438,6.69141,5.52763,Decreasing_trend
35.0122,34.2871,26.4959,28.2444,27.2509,32.2709,28.2636,29.2112,30.84,27.9931,21.547,29.6183,28.7845,29.9032,18.347,19.7929,25.2672,21.7475,24.3986,21.3586,25.4363,24.7024,16.7196,23.7391,16.8183,22.2819,19.9793,21.2768,21.9152,20.6392,17.3451,17.469,20.816,17.5159,15.0572,13.2495,17.9427,8.0665,8.41074,14.2791,15.6581,17.4044,11.9675,14.0101,12.4367,11.3352,9.98182,11.5551,4.90826,12.0552,1.88855,9.08363,3.1833,5.54762,10.8725,-0.341912,2.67715,3.55312,1.74031,-1.47968,Decreasing_trend
30.8314,31.9645,31.0937,29.7727,31.5375,23.6594,31.4132,27.3876,27.8315,28.4347,32.4413,25.239,22.7223,20.3257,24.5093,20.2113,19.6383,24.8458,22.2237,25.9531,27.8416,26.0366,19.9267,21.4899,25.5593,24.4278,23.8868,18.595,24.1054,20.6542,18.7137,25.6805,21.2829,18.3744,20.2776,16.88,23.4373,13.7654,12.4613,21.0189,20.7144,17.0994,16.3009,17.9834,10.6646,13.5196,16.6281,9.87368,14.9148,16.8165,18.8493,14.6247,15.5761,15.0189,9.10473,12.5525,8.81479,9.74044,6.20328,14.6646,Decreasing_trend
29.8248,29.4065,30.905,25.5251,33.8473,28.7473,32.4017,21.9076,24.1203,21.5152,28.9913,21.5275,30.4824,22.8566,28.262,29.0543,22.8082,21.0832,16.4936,21.422,16.2944,18.2971,18.7847,15.6338,13.9449,17.9243,17.6249,19.7382,22.7834,19.6983,17.579,14.7572,13.3087,16.4542,20.3129,13.0686,10.5817,17.1728,17.1261,16.1239,5.97417,6.40702,15.9175,13.2782,10.3235,8.92536,5.18586,13.0707,9.72118,13.2721,4.3559,8.06765,12.3258,7.31648,6.76921,9.01282,7.58203,-0.182931,0.727669,1.25526,Decreasing_trend
29.6948,27.9318,26.9575,26.1917,27.9088,28.4783,26.8705,32.8826,23.98,26.4234,27.4549,29.2516,32.7012,26.7037,28.4083,26.8336,29.6949,29.6471,24.5459,23.7024,31.0647,22.1548,27.7423,24.3822,29.1417,27.5692,21.1145,22.3714,28.3728,23.5765,20.3049,22.3579,22.2914,24.8354,25.6458,28.8045,23.2488,19.3518,28.0225,17.8259,21.9438,19.194,20.6867,23.5869,24.5357,22.859,23.4042,19.2278,20.3055,17.5259,23.0569,24.3678,15.6188,23.0707,17.5799,22.927,23.257,17.2779,19.2189,15.026,Decreasing_trend
27.7578,33.8585,29.8791,25.174,32.2736,32.3538,25.1131,26.7547,22.7785,27.211,24.2513,24.4931,28.6476,26.5064,21.3078,23.732,29.5826,25.7328,27.46,28.0561,17.7958,21.3032,20.0078,19.4361,22.9873,27.3676,25.7905,16.3252,23.785,24.1219,25.072,20.5722,24.2868,24.4966,17.7039,18.9709,14.8075,18.94,21.8191,18.7764,23.2728,21.2833,21.9683,18.2793,12.4645,11.5044,9.97505,12.097,10.0542,10.4058,15.0961,16.5089,10.0287,9.82647,14.0621,9.92844,8.38661,17.4754,14.6836,14.5034,Decreasing_trend
34.7136,25.6827,33.6973,28.7935,28.8608,29.1837,25.1854,27.2577,24.298,31.4196,28.0662,30.7925,25.5336,18.2851,20.2208,28.3218,27.352,18.4775,26.8226,25.6711,14.9142,14.4479,15.9609,17.2606,14.0849,15.544,17.6515,21.6535,22.3895,19.959,10.8564,18.8886,18.0232,19.2931,19.6038,18.604,9.68207,13.0106,10.9612,12.6446,11.777,6.08845,11.8836,5.06625,4.06271,5.28268,13.6245,5.59019,12.9402,11.3733,8.53843,10.9559,0.440651,10.7765,4.71523,4.62937,-1.03235,-0.0132477,2.28892,-0.692463,Decreasing_trend
35.4389,24.1039,27.345,28.9824,34.4881,27.9524,32.55,25.2548,29.1884,24.766,29.2351,20.5195,19.7454,27.3064,29.2262,27.5098,21.8793,25.1986,19.4699,19.3733,19.3708,26.5191,19.2701,18.1835,24.9264,15.0816,17.4017,14.3512,22.6177,22.3426,22.6272,15.1356,16.3852,13.4787,21.9137,21.0717,18.0245,15.1782,19.7148,11.9191,18.6495,16.2416,12.7828,17.7098,17.7149,8.37173,13.7016,7.53667,9.19026,11.098,13.7137,8.59462,11.0058,15.0312,10.0609,7.61339,13.2946,12.2918,12.4776,11.0946,Decreasing_trend
33.1144,26.6914,25.7253,30.4045,29.5868,31.1791,31.1421,20.8126,21.8706,25.732,22.932,21.8242,25.4164,24.6159,23.1239,19.5583,27.5362,18.3102,16.5238,16.3817,24.4254,14.3574,22.2045,16.4925,17.7859,18.913,17.9895,19.3273,12.0377,16.538,14.6208,9.14273,10.9884,11.774,16.7642,7.31679,6.8178,9.54447,11.1129,7.26489,8.38203,9.96114,7.53571,2.91175,5.42689,2.87478,8.80213,2.8077,11.9813,1.64814,7.0276,0.174981,1.28478,5.22474,2.70788,7.56332,7.8913,0.175348,0.0832371,6.07706,Decreasing_trend
33.417,27.9357,33.7458,34.364,22.9147,27.5904,28.2597,27.6302,24.342,31.7961,25.352,21.9991,27.9076,25.6568,28.0484,19.0704,26.8686,17.1831,18.8791,21.4822,24.2447,18.6632,23.2882,24.6824,16.8947,23.7329,17.4849,18.1212,23.5218,21.1299,15.0255,15.8024,12.5825,19.9437,10.6217,9.76449,13.2522,19.0468,19.2028,10.8319,12.7362,15.8434,9.0538,10.0422,7.30302,11.0966,15.1895,13.05,14.8977,8.69931,3.16372,4.98464,7.58517,3.24965,10.129,10.0966,4.86615,2.43136,0.981456,7.4029,Decreasing_trend
32.2096,33.9926,30.647,30.9754,33.632,30.5443,25.3864,22.7955,27.5945,24.6719,26.9767,27.2901,28.6277,29.6414,23.5934,26.0943,18.6928,24.1568,22.5838,16.3747,14.8516,21.6001,24.7496,23.2977,21.3288,16.7986,17.0826,21.0528,15.2549,12.2563,15.9085,15.4992,13.0897,18.9297,17.9281,18.0678,18.0551,16.8878,11.4469,7.56077,15.9126,11.6012,13.5745,6.56842,11.9399,2.73129,8.9268,8.15836,11.7121,1.17232,8.30608,-0.117786,10.7466,7.47699,6.62886,1.25219,3.90881,3.18627,-1.59294,0.744567,Decreasing_trend
35.0966,33.1028,28.9347,27.8615,34.0126,22.4776,23.8626,22.9774,26.8128,25.5049,28.3907,29.0207,27.4627,29.3677,23.8192,26.8658,24.2003,18.0514,25.5766,25.9572,20.051,14.7552,17.6556,15.8252,23.3505,21.5755,14.7377,15.8648,20.2434,13.2671,10.2116,10.167,15.2671,15.5423,7.51216,17.461,15.5546,15.5886,13.3083,10.7625,8.66552,12.0228,9.47595,8.98736,14.1481,12.1311,11.012,6.98596,6.13932,6.85374,10.225,6.09797,3.70608,8.11839,-1.39903,4.21189,5.90127,-1.51052,-0.971271,2.86561,Decreasing_trend
30.1675,31.1435,24.0182,23.2907,33.7987,25.2824,24.7392,30.3701,26.1213,29.6477,27.1461,27.4274,27.681,19.5306,24.6628,29.6143,24.8025,18.8304,27.0575,21.9436,25.5092,24.0473,25.234,24.3079,22.3964,14.8849,21.0967,21.4341,23.7799,24.7581,22.0946,22.8741,19.6249,21.8965,14.353,18.7625,19.5086,19.571,18.5593,12.2162,17.0939,9.70286,13.8799,14.4369,18.361,18.0462,14.5737,14.9211,12.1445,7.57473,12.3841,5.37753,8.19001,12.4894,9.20269,9.58674,9.24039,12.8854,9.51936,5.26947,Decreasing_trend
33.7603,28.0251,27.9612,23.7675,28.7756,29.6775,26.8554,28.2685,22.4859,31.5602,22.9522,26.7977,30.9502,29.1207,25.3802,23.6087,24.7045,22.4857,27.8181,25.4036,26.4462,25.7293,24.3133,19.4466,27.7824,29.3475,21.081,23.9031,26.2349,23.1091,23.6027,19.748,20.4339,24.0073,20.4589,24.8405,24.0458,23.9507,15.411,23.25,20.5921,18.5151,20.8686,22.4542,15.9654,19.3589,16.1285,23.699,14.5413,19.0952,24.1797,21.7127,15.5258,15.7883,21.6701,11.5866,11.8634,17.7309,16.3222,10.7228,Decreasing_trend
26.2437,25.1013,24.1829,28.193,28.7497,29.5727,24.273,27.766,26.017,23.4226,28.8248,30.3554,30.0785,30.958,30.3753,24.4216,26.9319,29.4661,20.4766,30.4257,23.9935,24.9557,22.6837,27.4374,25.0909,20.3776,26.9509,19.0917,20.6197,22.6012,24.3555,27.1776,26.3216,23.844,22.2011,23.7746,17.6454,19.5972,21.8211,23.4086,21.7819,22.8182,19.6249,21.2513,21.8022,16.0996,25.7498,22.9024,19.2185,18.1749,16.4574,20.2391,17.7024,13.9483,19.2025,14.4768,21.5785,20.6726,17.885,13.1226,Decreasing_trend
