Age,Height,Matches,Minutes/Match,Goals/Match,Assists/Match,Yellow Cards/Match,Red Cards/Match,Shots/Match,Pass Success Rate,Aerials Won,class
23,190,36.0,77.7777777777778,0.0277777777777777,0.0,0.138888888888889,0.0,0.3,86.2,1.8,Defender
29,185,91.0,80.8241758241758,0.0219780219780219,0.0,0.0879120879120879,0.0109890109890109,0.3,88.0,1.9,Defender
25,187,8.0,78.875,0.0,0.0,0.375,0.0,0.5,70.1,2.0,Defender
30,189,22.0,65.7272727272727,0.0909090909090909,0.0,0.0454545454545454,0.0454545454545454,0.4,87.6,2.6,Defender
33,185,68.0,84.8235294117647,0.0,0.0588235294117647,0.220588235294118,0.0441176470588235,0.7,76.6,2.7,Defender
23,197,52.0,78.8461538461538,0.0769230769230769,0.0961538461538461,0.134615384615385,0.0192307692307692,0.5,82.9,1.9,Defender
19,192,5.0,61.2,0.0,0.0,0.2,0.0,0.0,62.1,0.4,Defender
30,185,154.0,73.7402597402598,0.0714285714285714,0.0519480519480519,0.175324675324675,0.0,0.6,79.3,0.7,Defender
28,190,166.0,87.0481927710843,0.0783132530120482,0.0240963855421686,0.132530120481928,0.0180722891566265,0.7,85.5,2.8,Defender
25,192,16.0,83.5,0.0,0.0625,0.125,0.0,0.6,85.5,2.4,Defender
23,187,43.0,63.6744186046512,0.0,0.0,0.116279069767442,0.0,0.2,80.8,1.6,Defender
22,186,6.0,45.8333333333333,0.0,0.0,0.166666666666667,0.0,0.2,79.3,0.8,Defender
21,179,2.0,64.5,0.0,0.0,0.0,0.0,0.0,66.7,0.5,Defender
20,187,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender
30,178,2.0,76.0,0.0,0.0,0.5,0.0,0.0,83.2,0.5,Defender
28,185,28.0,78.1071428571429,0.0,0.0,0.285714285714286,0.0,0.1,86.6,0.9,Defender
19,190,12.0,79.8333333333333,0.0,0.0,0.25,0.0,0.3,89.9,0.9,Defender
24,194,31.0,77.6774193548387,0.032258064516129,0.0,0.193548387096774,0.032258064516129,0.9,85.5,2.5,Defender
23,185,94.0,81.468085106383,0.127659574468085,0.0319148936170212,0.159574468085106,0.0106382978723404,0.5,89.4,1.6,Defender
21,187,47.0,79.3191489361702,0.0212765957446808,0.0212765957446808,0.0851063829787234,0.0212765957446808,0.3,86.8,1.2,Defender
31,186,159.0,85.5849056603774,0.050314465408805,0.0440251572327044,0.226415094339623,0.0,0.9,67.3,4.6,Defender
24,184,58.0,66.3448275862069,0.0172413793103448,0.0517241379310344,0.189655172413793,0.0172413793103448,0.1,84.7,1.0,Defender
31,184,55.0,79.8,0.0,0.0909090909090909,0.145454545454545,0.0181818181818181,0.3,74.7,2.0,Defender
24,169,12.0,66.6666666666667,0.0,0.0833333333333333,0.0,0.0,0.3,81.2,0.6,Defender
27,189,145.0,79.248275862069,0.0137931034482758,0.0275862068965517,0.289655172413793,0.0275862068965517,0.5,80.1,2.2,Defender
32,185,177.0,81.2316384180791,0.0282485875706214,0.0056497175141242,0.175141242937853,0.0,0.3,82.4,1.9,Defender
26,190,72.0,80.8888888888889,0.0833333333333333,0.0,0.222222222222222,0.0,0.8,87.7,1.7,Defender
21,184,113.0,82.4159292035398,0.0442477876106194,0.0,0.141592920353982,0.0088495575221238,0.2,90.5,1.2,Defender
22,193,61.0,53.0983606557377,0.0163934426229508,0.0327868852459016,0.131147540983607,0.0,0.3,86.1,1.4,Defender
21,183,32.0,54.34375,0.03125,0.0,0.125,0.0,0.2,75.9,1.3,Defender
24,188,137.0,80.5036496350365,0.0437956204379562,0.0291970802919708,0.240875912408759,0.0072992700729927,0.5,76.0,2.4,Defender
19,185,14.0,64.1428571428571,0.0,0.0,0.142857142857143,0.0,0.1,83.7,2.6,Defender
23,182,8.0,76.75,0.0,0.125,0.125,0.125,0.8,64.1,1.0,Defender
26,188,111.0,80.5045045045045,0.027027027027027,0.009009009009009,0.117117117117117,0.0,0.3,83.0,1.9,Defender
23,188,111.0,78.3153153153153,0.027027027027027,0.018018018018018,0.153153153153153,0.018018018018018,0.4,87.5,1.9,Defender
24,172,4.0,2.5,0.0,0.0,0.0,0.0,0.0,72.7,0.3,Defender
29,183,206.0,79.1699029126214,0.0194174757281553,0.0097087378640776,0.145631067961165,0.0,0.4,83.6,1.7,Defender
24,181,74.0,75.6756756756757,0.0,0.0,0.054054054054054,0.0,0.1,87.5,0.6,Defender
25,181,5.0,39.2,0.0,0.0,0.0,0.0,0.0,78.5,0.2,Defender
27,196,195.0,82.8512820512821,0.041025641025641,0.0256410256410256,0.0717948717948717,0.0051282051282051,0.5,83.2,2.8,Defender
26,184,11.0,41.7272727272727,0.0,0.0,0.0909090909090909,0.0,0.0,93.4,1.7,Defender
30,186,113.0,80.4601769911505,0.0088495575221238,0.0088495575221238,0.309734513274336,0.0088495575221238,0.3,79.0,1.5,Defender
24,186,38.0,76.2368421052632,0.0,0.0,0.157894736842105,0.0263157894736842,0.4,86.1,1.8,Defender
21,172,15.0,67.6666666666667,0.0,0.133333333333333,0.133333333333333,0.0,0.1,84.1,0.7,Defender
24,175,144.0,83.625,0.0416666666666666,0.0138888888888888,0.180555555555556,0.0,0.5,69.9,3.0,Defender
31,185,325.0,85.1907692307692,0.0215384615384615,0.0246153846153846,0.153846153846154,0.0092307692307692,0.3,80.5,2.1,Defender
23,191,65.0,78.4615384615385,0.0461538461538461,0.0153846153846153,0.215384615384615,0.0153846153846153,0.5,88.3,1.9,Defender
30,182,151.0,87.6622516556291,0.119205298013245,0.0463576158940397,0.0596026490066225,0.0066225165562913,0.7,76.8,3.8,Defender
24,192,4.0,41.25,0.0,0.0,0.0,0.0,0.5,77.4,1.3,Defender
21,178,1.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,1.0,Defender
29,180,145.0,68.2758620689655,0.0137931034482758,0.0068965517241379,0.213793103448276,0.0,0.5,72.2,1.5,Defender
20,185,6.0,9.0,0.0,0.0,0.166666666666667,0.0,0.0,74.1,0.3,Defender
27,195,53.0,83.3396226415094,0.0566037735849056,0.0188679245283018,0.245283018867925,0.0,0.6,78.3,3.3,Defender
24,185,162.0,85.0555555555556,0.074074074074074,0.0061728395061728,0.148148148148148,0.0185185185185185,0.7,83.6,1.9,Defender
24,181,99.0,81.8787878787879,0.0202020202020202,0.0101010101010101,0.141414141414141,0.0202020202020202,0.4,84.4,2.0,Defender
18,178,1.0,10.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Defender
30,182,191.0,77.2094240837696,0.031413612565445,0.0157068062827225,0.146596858638743,0.0157068062827225,0.3,80.3,1.9,Defender
29,192,29.0,85.1724137931034,0.0344827586206896,0.0,0.0689655172413793,0.0,0.2,80.7,2.8,Defender
20,191,40.0,62.375,0.05,0.05,0.125,0.0,0.4,84.4,1.1,Defender
19,180,4.0,29.75,0.0,0.0,0.0,0.0,0.3,85.1,0.3,Defender
28,185,10.0,87.7,0.0,0.0,0.1,0.0,0.9,74.6,1.6,Defender
27,186,179.0,83.9720670391062,0.0167597765363128,0.0111731843575419,0.256983240223464,0.0055865921787709,0.6,83.5,2.4,Defender
26,192,126.0,78.8412698412698,0.0476190476190476,0.0079365079365079,0.142857142857143,0.0,0.3,83.4,1.8,Defender
25,178,45.0,71.5555555555556,0.0444444444444444,0.0888888888888888,0.111111111111111,0.0,0.6,78.4,1.4,Defender
27,190,88.0,85.4090909090909,0.0795454545454545,0.0454545454545454,0.204545454545455,0.0,0.5,81.2,2.9,Defender
28,185,118.0,79.406779661017,0.0254237288135593,0.0084745762711864,0.14406779661017,0.0084745762711864,0.3,85.0,2.3,Defender
23,192,5.0,41.4,0.2,0.0,0.2,0.0,0.4,89.2,0.8,Defender
22,186,11.0,34.3636363636364,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0,83.8,0.4,Defender
29,186,95.0,87.4631578947368,0.0421052631578947,0.0210526315789473,0.178947368421053,0.0210526315789473,0.3,80.4,2.5,Defender
28,181,72.0,77.3194444444444,0.0138888888888888,0.0277777777777777,0.194444444444444,0.0138888888888888,0.6,78.6,0.8,Defender
28,189,115.0,73.4869565217391,0.0434782608695652,0.0347826086956521,0.156521739130435,0.008695652173913,0.4,84.0,1.4,Defender
23,191,118.0,73.6610169491525,0.0338983050847457,0.0084745762711864,0.177966101694915,0.0169491525423728,0.5,86.5,2.1,Defender
21,183,34.0,67.4117647058824,0.0294117647058823,0.0,0.117647058823529,0.0,0.2,88.5,2.4,Defender
32,186,225.0,74.2666666666667,0.0444444444444444,0.0266666666666666,0.102222222222222,0.0177777777777777,0.5,79.1,3.0,Defender
25,182,45.0,88.3111111111111,0.0444444444444444,0.0222222222222222,0.0888888888888888,0.0222222222222222,0.2,87.1,1.9,Defender
20,190,57.0,74.8245614035088,0.0175438596491228,0.0,0.0701754385964912,0.0,0.2,87.6,1.9,Defender
26,184,105.0,78.4285714285714,0.0285714285714285,0.0095238095238095,0.238095238095238,0.0,0.7,77.6,2.0,Defender
23,190,95.0,82.8,0.031578947368421,0.0105263157894736,0.284210526315789,0.0,0.4,86.5,2.9,Defender
25,196,123.0,64.1869918699187,0.040650406504065,0.008130081300813,0.138211382113821,0.008130081300813,0.5,87.7,2.6,Defender
18,168,7.0,69.7142857142857,0.142857142857143,0.0,0.142857142857143,0.0,0.4,92.3,0.1,Defender
26,186,11.0,86.5454545454546,0.0,0.0,0.0,0.0,0.5,85.5,1.6,Defender
24,183,40.0,75.625,0.05,0.0,0.1,0.025,0.4,83.8,1.6,Defender
22,174,7.0,26.8571428571429,0.0,0.0,0.0,0.0,0.0,70.6,0.6,Defender
25,188,11.0,75.8181818181818,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.2,90.6,0.6,Defender
32,172,140.0,84.8642857142857,0.0142857142857142,0.0714285714285714,0.207142857142857,0.0,0.5,67.4,1.0,Defender
28,192,163.0,82.4110429447853,0.0245398773006134,0.0245398773006134,0.128834355828221,0.0184049079754601,0.3,82.7,2.1,Defender
27,193,92.0,80.9891304347826,0.0434782608695652,0.0108695652173913,0.0978260869565217,0.0108695652173913,0.5,79.8,2.0,Defender
21,180,2.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Defender
21,187,56.0,76.9821428571429,0.0,0.0,0.0714285714285714,0.0178571428571428,0.1,84.6,1.3,Defender
24,178,24.0,78.5,0.0,0.0416666666666666,0.0833333333333333,0.0,0.5,73.1,0.4,Defender
27,185,166.0,81.6807228915663,0.036144578313253,0.0301204819277108,0.150602409638554,0.0120481927710843,0.3,81.1,2.0,Defender
21,186,1.0,66.0,0.0,0.0,1.0,0.0,1.0,55.0,0.0,Defender
34,191,188.0,79.3723404255319,0.0212765957446808,0.0159574468085106,0.117021276595745,0.0106382978723404,0.3,84.8,1.5,Defender
21,186,8.0,54.25,0.0,0.0,0.0,0.0,0.0,86.3,0.6,Defender
22,189,3.0,30.6666666666667,0.0,0.333333333333333,0.0,0.0,0.0,94.5,0.3,Defender
22,187,37.0,76.4864864864865,0.054054054054054,0.054054054054054,0.162162162162162,0.0,0.6,81.4,1.4,Defender
20,187,5.0,33.6,0.0,0.0,0.0,0.0,0.2,94.2,0.2,Defender
26,195,162.0,76.3456790123457,0.0308641975308641,0.0308641975308641,0.234567901234568,0.0308641975308641,0.4,81.0,3.2,Defender
28,195,210.0,86.7047619047619,0.0619047619047619,0.0333333333333333,0.20952380952381,0.0142857142857142,0.7,81.4,4.0,Defender
20,193,40.0,70.425,0.025,0.0,0.175,0.0,0.1,75.5,2.2,Defender
19,190,22.0,70.2727272727273,0.0,0.0454545454545454,0.0454545454545454,0.0,0.3,82.7,0.8,Defender
25,183,33.0,65.9090909090909,0.151515151515152,0.0606060606060606,0.181818181818182,0.0303030303030303,0.5,70.4,0.9,Defender
21,179,5.0,46.0,0.0,0.0,0.0,0.0,0.2,75.0,0.6,Defender
30,173,69.0,61.5942028985507,0.0289855072463768,0.0434782608695652,0.231884057971015,0.0,0.3,77.7,0.9,Defender
26,188,123.0,78.4878048780488,0.016260162601626,0.032520325203252,0.178861788617886,0.0,0.1,70.1,2.5,Defender
30,192,211.0,85.0900473933649,0.0663507109004739,0.0236966824644549,0.14218009478673,0.0,0.8,88.2,2.6,Defender
27,179,38.0,78.8947368421053,0.0263157894736842,0.0263157894736842,0.210526315789474,0.0,0.4,77.3,2.9,Defender
25,187,306.0,80.797385620915,0.0816993464052287,0.022875816993464,0.137254901960784,0.0065359477124183,0.8,90.1,2.8,Defender
28,183,18.0,65.4444444444444,0.0,0.0555555555555555,0.222222222222222,0.0,0.2,82.8,0.8,Defender
31,188,173.0,75.6416184971098,0.0346820809248554,0.0173410404624277,0.15028901734104,0.0057803468208092,0.5,88.8,1.8,Defender
24,187,57.0,74.2105263157895,0.0175438596491228,0.087719298245614,0.298245614035088,0.0175438596491228,0.5,78.2,1.9,Defender
24,195,10.0,19.9,0.0,0.0,0.2,0.0,0.1,93.4,0.4,Defender
30,188,180.0,82.8166666666667,0.0111111111111111,0.0388888888888888,0.116666666666667,0.0,0.4,81.0,2.0,Defender
33,195,238.0,85.2731092436975,0.0588235294117647,0.0252100840336134,0.0798319327731092,0.0168067226890756,0.5,80.7,2.9,Defender
31,187,202.0,86.8960396039604,0.0643564356435643,0.0297029702970297,0.0247524752475247,0.0049504950495049,0.6,81.1,4.5,Defender
25,189,63.0,79.3333333333333,0.0476190476190476,0.0158730158730158,0.206349206349206,0.0158730158730158,0.6,89.5,1.5,Defender
25,188,39.0,83.7948717948718,0.0,0.0256410256410256,0.41025641025641,0.0,0.4,73.1,1.3,Defender
30,187,93.0,86.8064516129032,0.032258064516129,0.043010752688172,0.279569892473118,0.021505376344086,0.4,79.2,1.5,Defender
21,190,4.0,90.0,0.0,0.0,0.25,0.0,0.0,87.6,1.3,Defender
26,194,156.0,80.2628205128205,0.0448717948717948,0.0064102564102564,0.153846153846154,0.0128205128205128,0.9,82.5,2.6,Defender
22,188,38.0,79.8684210526316,0.0263157894736842,0.0,0.131578947368421,0.0,0.2,82.7,0.6,Defender
35,187,132.0,80.5227272727273,0.151515151515152,0.0681818181818181,0.295454545454545,0.053030303030303,0.6,81.6,2.0,Defender
21,176,6.0,47.3333333333333,0.0,0.0,0.166666666666667,0.0,0.7,79.1,0.2,Defender
20,190,66.0,76.6212121212121,0.0606060606060606,0.0151515151515151,0.166666666666667,0.0151515151515151,0.8,91.8,1.7,Defender
24,187,144.0,72.7083333333333,0.0486111111111111,0.0625,0.194444444444444,0.0,0.6,82.9,1.9,Defender
21,192,2.0,90.0,0.0,0.0,0.0,0.0,0.0,86.4,1.5,Defender
27,187,23.0,76.8695652173913,0.0869565217391304,0.0,0.130434782608696,0.0,0.7,88.0,2.5,Defender
18,183,1.0,9.0,0.0,0.0,0.0,0.0,0.0,57.1,0.0,Defender
21,185,35.0,42.2,0.0285714285714285,0.0571428571428571,0.0,0.0,0.3,74.8,0.7,Defender
25,185,47.0,82.6595744680851,0.0425531914893617,0.0638297872340425,0.276595744680851,0.0,0.8,81.6,1.4,Defender
28,189,315.0,85.0634920634921,0.0539682539682539,0.0253968253968253,0.114285714285714,0.0095238095238095,0.4,89.0,2.4,Defender
24,187,50.0,86.66,0.12,0.04,0.28,0.04,0.6,80.7,2.9,Defender
21,190,40.0,77.875,0.025,0.075,0.25,0.0,0.5,86.1,2.0,Defender
25,183,159.0,75.9119496855346,0.0188679245283018,0.0188679245283018,0.10062893081761,0.0,0.2,89.2,1.2,Defender
35,191,533.0,82.2757973733583,0.0712945590994371,0.0431519699812382,0.133208255159475,0.0075046904315197,0.8,84.4,2.8,Defender
21,185,26.0,68.5384615384615,0.115384615384615,0.0,0.0769230769230769,0.0,0.7,72.5,2.3,Defender
24,188,79.0,70.7088607594937,0.0253164556962025,0.0126582278481012,0.227848101265823,0.0,0.4,85.5,1.6,Defender
28,184,12.0,90.0,0.0,0.0,0.0,0.0,0.3,75.3,2.1,Defender
23,175,71.0,66.1830985915493,0.0140845070422535,0.028169014084507,0.154929577464789,0.0140845070422535,0.5,78.6,0.5,Defender
24,188,86.0,66.8372093023256,0.0116279069767441,0.0116279069767441,0.104651162790698,0.0232558139534883,0.1,82.7,1.0,Defender
22,188,164.0,81.7378048780488,0.0365853658536585,0.048780487804878,0.164634146341463,0.0,0.6,86.7,2.2,Defender
32,186,159.0,81.9748427672956,0.0628930817610062,0.0188679245283018,0.113207547169811,0.0,0.6,74.4,3.1,Defender
27,177,13.0,74.2307692307692,0.0,0.230769230769231,0.461538461538462,0.0,0.3,84.6,0.8,Defender
24,191,167.0,77.4790419161677,0.0658682634730539,0.0718562874251497,0.149700598802395,0.0119760479041916,0.7,84.9,2.1,Defender
22,190,16.0,32.125,0.0,0.0,0.0,0.0,0.1,64.5,0.4,Defender
24,185,49.0,74.1428571428571,0.0204081632653061,0.0,0.122448979591837,0.0204081632653061,0.3,90.9,1.3,Defender
24,190,108.0,81.037037037037,0.037037037037037,0.0,0.111111111111111,0.0,0.4,83.0,1.7,Defender
26,183,2.0,82.5,0.0,0.5,0.0,0.0,0.0,73.3,0.0,Defender
29,191,227.0,79.6872246696035,0.052863436123348,0.0220264317180616,0.13215859030837,0.0,0.5,76.9,3.9,Defender
23,187,35.0,81.7428571428572,0.0285714285714285,0.0285714285714285,0.142857142857143,0.0,0.6,83.4,2.1,Defender
34,188,357.0,85.8991596638656,0.0756302521008403,0.0196078431372549,0.179271708683473,0.0056022408963585,0.7,75.8,3.1,Defender
22,188,64.0,66.015625,0.0625,0.109375,0.25,0.0,0.5,84.7,1.5,Defender
30,185,173.0,79.1849710982659,0.0231213872832369,0.0231213872832369,0.184971098265896,0.0173410404624277,0.3,80.7,1.5,Defender
26,185,253.0,82.4189723320158,0.0355731225296442,0.0197628458498023,0.1699604743083,0.0079051383399209,0.4,85.8,1.8,Defender
32,190,245.0,77.8571428571429,0.0571428571428571,0.0285714285714285,0.106122448979592,0.0122448979591836,0.6,82.5,3.2,Defender
24,178,14.0,20.5,0.0714285714285714,0.0714285714285714,0.0,0.0714285714285714,0.3,84.9,0.4,Defender
25,191,131.0,85.9160305343512,0.0305343511450381,0.0229007633587786,0.183206106870229,0.0076335877862595,0.5,79.5,2.7,Defender
32,178,7.0,81.7142857142857,0.0,0.142857142857143,0.142857142857143,0.0,0.3,69.8,1.0,Defender
27,188,233.0,67.9098712446352,0.0,0.0429184549356223,0.141630901287554,0.0042918454935622,0.3,84.5,1.9,Defender
18,186,2.0,19.0,0.0,0.0,0.0,0.5,0.0,89.3,0.5,Defender
34,188,243.0,71.7078189300412,0.0411522633744856,0.0246913580246913,0.156378600823045,0.0041152263374485,0.3,82.2,2.1,Defender
22,185,165.0,82.1939393939394,0.0969696969696969,0.0242424242424242,0.0909090909090909,0.0,0.7,87.6,1.3,Defender
27,190,175.0,84.6971428571429,0.0285714285714285,0.0171428571428571,0.0971428571428571,0.0057142857142857,0.2,90.2,2.3,Defender
18,185,2.0,8.5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Defender
18,184,14.0,58.0,0.0,0.0,0.0714285714285714,0.0,0.4,85.2,0.1,Defender
24,170,7.0,71.4285714285714,0.142857142857143,0.0,0.0,0.0,0.4,80.4,0.0,Defender
22,190,6.0,67.0,0.0,0.0,0.166666666666667,0.0,0.5,80.1,2.2,Defender
29,188,170.0,68.5294117647059,0.0294117647058823,0.0352941176470588,0.111764705882353,0.0,0.5,79.2,1.7,Defender
20,185,11.0,55.7272727272727,0.0,0.0909090909090909,0.0,0.0,0.5,85.8,0.6,Defender
20,178,25.0,46.28,0.0,0.04,0.16,0.0,0.1,79.3,0.6,Defender
31,178,43.0,80.5813953488372,0.0465116279069767,0.0,0.232558139534884,0.0,0.2,86.8,1.4,Defender
22,183,25.0,52.32,0.12,0.0,0.32,0.0,0.5,85.4,0.6,Defender
30,189,261.0,86.6130268199234,0.0383141762452107,0.0268199233716475,0.10727969348659,0.003831417624521,0.3,86.3,1.7,Defender
25,181,25.0,35.84,0.0,0.0,0.04,0.0,0.2,78.5,0.4,Defender
19,185,4.0,49.25,0.0,0.0,0.25,0.0,0.0,64.9,1.0,Defender
20,188,12.0,53.0,0.0,0.0,0.166666666666667,0.0,0.5,90.1,1.0,Defender
28,195,11.0,90.0,0.0909090909090909,0.0,0.181818181818182,0.0,1.5,79.4,3.7,Defender
28,174,32.0,67.6875,0.03125,0.0625,0.15625,0.0,0.5,73.6,0.9,Defender
24,178,78.0,64.6794871794872,0.0384615384615384,0.0384615384615384,0.115384615384615,0.0,0.3,83.6,1.0,Defender
23,186,12.0,86.3333333333333,0.0,0.0,0.333333333333333,0.0,0.4,83.9,1.1,Defender
25,184,168.0,86.4940476190476,0.0416666666666666,0.0476190476190476,0.357142857142857,0.0,0.4,86.6,1.3,Defender
28,187,67.0,83.4925373134328,0.0895522388059701,0.0298507462686567,0.164179104477612,0.0149253731343283,0.6,85.0,1.9,Defender
29,190,23.0,82.5217391304348,0.0434782608695652,0.0,0.130434782608696,0.0,0.8,77.5,2.7,Defender
29,184,224.0,78.5714285714286,0.0580357142857142,0.0223214285714285,0.200892857142857,0.0267857142857142,0.6,84.2,1.6,Defender
27,193,184.0,78.6521739130435,0.0271739130434782,0.0054347826086956,0.114130434782609,0.0163043478260869,0.3,81.8,2.8,Defender
32,193,352.0,83.8664772727273,0.065340909090909,0.0255681818181818,0.201704545454545,0.0113636363636363,1.0,75.3,5.1,Defender
23,183,97.0,74.5567010309278,0.0309278350515463,0.0206185567010309,0.134020618556701,0.0103092783505154,0.4,86.7,1.1,Defender
33,185,382.0,86.7853403141361,0.0523560209424083,0.013089005235602,0.146596858638743,0.0052356020942408,0.6,79.0,3.6,Defender
22,187,53.0,79.5283018867925,0.0566037735849056,0.0188679245283018,0.245283018867925,0.0377358490566037,0.4,74.4,1.7,Defender
27,193,182.0,76.0,0.0164835164835164,0.0164835164835164,0.197802197802198,0.0164835164835164,0.3,82.5,2.9,Defender
28,187,278.0,80.6906474820144,0.0503597122302158,0.0215827338129496,0.118705035971223,0.0035971223021582,0.5,86.5,2.3,Defender
26,195,17.0,83.0588235294118,0.0588235294117647,0.0,0.352941176470588,0.0588235294117647,0.9,83.3,2.4,Defender
31,190,159.0,83.9748427672956,0.0440251572327044,0.0188679245283018,0.264150943396226,0.0062893081761006,0.6,78.5,2.4,Defender
41,188,492.0,86.5548780487805,0.0365853658536585,0.0284552845528455,0.197154471544715,0.0182926829268292,0.5,89.3,2.0,Defender
29,175,38.0,49.5263157894737,0.0,0.0789473684210526,0.0263157894736842,0.0,0.1,75.9,0.6,Defender
22,184,65.0,61.8,0.0153846153846153,0.0461538461538461,0.107692307692308,0.0153846153846153,0.4,77.5,0.6,Defender
27,182,89.0,73.2808988764045,0.0112359550561797,0.0,0.224719101123596,0.0224719101123595,0.3,84.2,1.2,Defender
19,185,9.0,81.3333333333333,0.111111111111111,0.0,0.0,0.0,0.3,87.4,1.1,Defender
32,194,140.0,83.1142857142857,0.0428571428571428,0.0071428571428571,0.171428571428571,0.0214285714285714,0.6,79.7,4.0,Defender
22,180,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender
17,173,3.0,9.66666666666667,0.0,0.0,0.333333333333333,0.0,0.0,88.0,0.0,Defender
24,192,148.0,82.0202702702703,0.0202702702702702,0.0135135135135135,0.148648648648649,0.027027027027027,0.4,88.3,1.6,Defender
23,188,100.0,64.51,0.01,0.02,0.18,0.0,0.3,87.0,1.1,Defender
23,194,13.0,81.9230769230769,0.153846153846154,0.0,0.615384615384615,0.0,0.9,78.4,2.7,Defender
31,187,163.0,80.9693251533742,0.0920245398773006,0.0368098159509202,0.226993865030675,0.0245398773006134,0.8,86.7,2.3,Defender
29,201,65.0,83.8153846153846,0.0923076923076923,0.0307692307692307,0.353846153846154,0.0461538461538461,0.7,74.0,3.7,Defender
27,183,18.0,56.0,0.0,0.0,0.388888888888889,0.111111111111111,0.2,88.7,0.9,Defender
30,188,73.0,79.6164383561644,0.0136986301369863,0.0,0.191780821917808,0.0136986301369863,0.3,85.9,1.9,Defender
25,191,78.0,77.5769230769231,0.0512820512820512,0.0128205128205128,0.320512820512821,0.0384615384615384,0.7,74.8,2.9,Defender
21,177,6.0,19.0,0.0,0.0,0.0,0.0,0.3,89.1,0.2,Defender
