Year,Location,Area,Rainfall,Temperature,Soil type,Irrigation,yeilds,Humidity,Crops,price,Season
2004.0,Kasaragodu,9283.0,3550.0,38.0,Alluvial,Drip,21400.0,52.5,Coconut,2644.0,Kharif
2004.0,Kasaragodu,47200.0,3550.0,38.0,Alluvial,Drip,122102.0,56.0,Coconut,44235.0,Kharif
2004.0,Kasaragodu,158.0,3654.0,39.0,Alluvial,Drip,382.0,57.0,Coconut,203317.0,Kharif
2004.0,Kasaragodu,8982.0,3654.0,39.0,Alluvial,Drip,19578.0,57.5,Coconut,2134.0,Kharif
2004.0,Kasaragodu,46990.0,3654.0,39.0,Alluvial,Drip,121037.0,57.0,Coconut,45186.0,Kharif
2004.0,Kasaragodu,103.0,233.0,40.0,Alluvial,Drip,231.0,55.0,Coconut,238542.0,Kharif
2004.0,Kasaragodu,8239.0,233.0,40.0,Alluvial,Drip,18951.0,56.0,Coconut,1516.0,Kharif
2004.0,Kasaragodu,44563.0,233.0,40.0,Alluvial,Drip,110579.0,54.0,Coconut,57259.0,Kharif
2004.0,Kasaragodu,96.0,234.0,41.0,Alluvial,Drip,221.0,58.0,Coconut,234779.0,Kharif
2004.0,Kasaragodu,6949.0,234.0,41.0,Alluvial,Drip,15362.0,58.0,Coconut,1493.0,Kharif
2004.0,Kasaragodu,44663.0,234.0,41.0,Alluvial,Drip,120373.0,59.0,Coconut,64409.0,Kharif
2004.0,Kasaragodu,110.0,3105.0,42.0,Red,Drip,291.0,50.0,Coconut,249978.0,Kharif
2004.0,Kasaragodu,6824.0,3105.0,42.0,Red,Drip,17231.0,54.0,Coconut,637.0,Kharif
2004.0,Kasaragodu,43013.0,3105.0,42.0,Red,Drip,119359.0,53.0,Coconut,43311.0,Kharif
2004.0,Raichur,95.0,236.0,43.0,Red,Drip,283.0,52.0,Coconut,24848.0,Kharif
2004.0,Raichur,6441.0,236.0,43.0,Red,Drip,17690.0,51.0,Coconut,761.0,Kharif
2004.0,Raichur,4012.0,2903.1,27.0,Red,Basin,7157.0,57.0,Coconut,45608.0,Kharif
2004.0,Raichur,4877.0,2903.1,27.0,Red,Basin,8700.0,57.0,Coconut,234581.0,Kharif
2004.0,Raichur,4930.0,2903.1,27.0,Red,Basin,41266.0,60.0,Coconut,646.0,Rabi
2004.0,Raichur,4954.0,2996.6,27.0,Red,Basin,8838.0,57.0,Coconut,43562.0,Rabi
2004.0,Raichur,5019.0,2996.6,27.0,Red,Basin,8954.0,57.0,Coconut,200000.0,Rabi
2004.0,Raichur,5127.0,2996.6,27.0,Red,Basin,42915.0,54.0,Coconut,4847.0,Rabi
2004.0,Raichur,5174.0,3522.8,27.2,Red,Basin,9230.0,54.5,Coconut,51239.0,Rabi
2004.0,Raichur,5294.0,3522.8,27.2,Red,Basin,44313.0,56.6,Coconut,216396.0,Rabi
2004.0,Raichur,5474.0,3522.8,27.2,Red,Basin,45820.0,55.5,Coconut,2644.0,Rabi
2004.0,Raichur,5864.0,3729.8,27.0,Red,Basin,49084.0,58.5,Coconut,44235.0,Rabi
2004.0,Raichur,7028.0,3729.8,27.0,Red,Basin,86311.0,59.5,Coconut,203317.0,Rabi
2004.0,Raichur,7403.0,3729.8,27.0,Red,Basin,57642.0,55.0,Coconut,2134.0,Rabi
2004.0,Raichur,7501.0,2746.2,27.0,Red,Basin,58405.0,53.0,Coconut,45186.0,Rabi
2004.0,Raichur,7714.0,2746.2,27.0,Red,Basin,60751.0,53.5,Coconut,238542.0,Rabi
2004.0,Raichur,7856.0,2746.2,27.0,Red,Basin,109506.0,52.5,Coconut,1516.0,Rabi
2004.0,Raichur,32.0,3360.0,27.2,Red,Basin,114.0,56.0,Coconut,57259.0,Rabi
2004.0,Raichur,1.0,3360.0,27.2,Red,Basin,3.0,57.0,Coconut,234779.0,Rabi
2004.0,Raichur,30.0,3360.0,27.2,Red,Basin,95.0,57.5,Coconut,1493.0,Rabi
2004.0,Gulbarga,6.0,3605.4,27.1,Red,Basin,19.0,57.0,Coconut,64409.0,Rabi
2004.0,Gulbarga,15.0,3605.4,27.1,Red,Basin,54.0,55.0,Coconut,249978.0,Rabi
2004.0,Gulbarga,4.0,3605.4,27.1,Red,Basin,13.0,56.0,Coconut,200000.0,Rabi
2004.0,Gulbarga,39.0,3512.4,26.8,Red,Basin,123.0,54.0,Coconut,4847.0,Rabi
2004.0,Gulbarga,6.0,3512.4,26.8,Red,Basin,19.0,58.0,Coconut,51239.0,Rabi
2004.0,Gulbarga,12.0,3512.4,26.8,Red,Basin,32.0,58.0,Coconut,216396.0,Rabi
2004.0,Gulbarga,3.0,3296.0,37.0,Red,Basin,8.0,59.0,Coconut,2644.0,Rabi
2004.0,Gulbarga,17.0,3296.0,37.0,Black,Basin,50.0,50.0,Coconut,44235.0,Rabi
2004.0,Gulbarga,3.0,3296.0,37.0,Black,Basin,10.0,54.0,Coconut,203317.0,Rabi
2004.0,Gulbarga,9.0,3550.0,38.0,Black,Basin,29.0,53.0,Coconut,2134.0,Rabi
2004.0,Gulbarga,21.0,3550.0,38.0,Black,Basin,44.0,52.0,Coconut,45186.0,Rabi
2004.0,Gulbarga,11.0,3550.0,38.0,Black,Basin,33.0,51.0,Coconut,238542.0,Rabi
2004.0,Gulbarga,4.0,3654.0,39.0,Black,Basin,14.0,57.0,Coconut,1516.0,Rabi
2004.0,Gulbarga,15.0,3654.0,39.0,Black,Basin,56.0,57.0,Coconut,57259.0,Rabi
2004.0,Gulbarga,8.0,3654.0,39.0,Black,Basin,26.0,60.0,Coconut,234779.0,Rabi
2004.0,Gulbarga,29.0,233.0,40.0,Black,Basin,98.0,57.0,Coconut,1493.0,Zaid
2004.0,Gulbarga,1.0,233.0,40.0,Black,Basin,3.0,57.0,Coconut,64409.0,Zaid
2004.0,Gulbarga,13736.0,233.0,40.0,Black,Basin,58637.0,54.0,Coconut,249978.0,Zaid
2004.0,Gulbarga,14003.0,234.0,41.0,Black,Basin,59777.0,54.5,Coconut,637.0,Zaid
2004.0,Gulbarga,14179.0,234.0,41.0,Black,Basin,60528.0,56.6,Coconut,43311.0,Zaid
2004.0,Gulbarga,14319.0,234.0,41.0,Black,Basin,61126.0,55.5,Coconut,24848.0,Zaid
2004.0,Gulbarga,14464.0,3105.0,42.0,Black,Basin,623687.0,58.5,Coconut,761.0,Zaid
2004.0,Gulbarga,14876.0,3105.0,42.0,Black,Basin,63504.0,59.5,Coconut,45608.0,Zaid
2004.0,Gulbarga,14976.0,3105.0,42.0,Black,Basin,63931.0,55.0,Coconut,234581.0,Zaid
2004.0,Gulbarga,15009.0,236.0,43.0,Black,Basin,73730.0,53.0,Coconut,646.0,Zaid
2004.0,Gulbarga,15114.0,2903.1,27.0,Black,Spray,118416.0,53.5,Coconut,43562.0,Zaid
2004.0,Gulbarga,16224.0,2903.1,27.0,Black,Spray,130132.0,52.5,Coconut,200000.0,Zaid
2004.0,Gulbarga,17095.0,2903.1,27.0,Black,Spray,154889.0,56.0,Coconut,4847.0,Zaid
2004.0,Gulbarga,17512.0,2996.6,27.0,Black,Spray,171739.0,57.0,Coconut,51239.0,Zaid
2004.0,Gulbarga,17587.0,2996.6,27.0,Black,Spray,172475.0,57.5,Coconut,216396.0,Zaid
2004.0,Gulbarga,17771.0,2996.6,27.0,Black,Spray,177939.0,57.0,Coconut,2644.0,Zaid
2004.0,Gulbarga,17825.0,3522.8,27.2,Black,Spray,313547.0,55.0,Coconut,44235.0,Zaid
2004.0,Gulbarga,3147.0,3522.8,27.2,Black,Spray,2783.0,56.0,Coconut,203317.0,Zaid
2004.0,Gulbarga,2578.0,3522.8,27.2,Black,Spray,1533.0,54.0,Coconut,2134.0,Zaid
2004.0,Gulbarga,1591.0,3729.8,27.0,Black,Spray,1647.0,58.0,Coconut,45186.0,Zaid
2004.0,Gulbarga,1298.0,3729.8,27.0,Black,Spray,975.0,58.0,Coconut,238542.0,Zaid
2004.0,Gulbarga,4.0,3729.8,27.0,Black,Spray,2.0,59.0,Coconut,1516.0,Zaid
2004.0,Gulbarga,1122.0,2746.2,27.0,Black,Spray,836.0,50.0,Coconut,57259.0,Zaid
2004.0,Gulbarga,917.0,2746.2,27.0,Loam,Spray,806.0,54.0,Coconut,234779.0,Zaid
2004.0,Gulbarga,819.0,2746.2,27.0,Loam,Spray,880.0,53.0,Coconut,1493.0,Zaid
2004.0,Gulbarga,619.0,3360.0,27.2,Loam,Spray,770.0,52.0,Coconut,64409.0,Zaid
2004.0,Gulbarga,391.0,3360.0,27.2,Loam,Spray,395.0,51.0,Coconut,249978.0,Zaid
2004.0,Gulbarga,211.0,3360.0,27.2,Loam,Spray,187.0,57.0,Coconut,637.0,Zaid
2004.0,Gulbarga,153.0,3605.4,27.1,Loam,Spray,187.0,57.0,Coconut,43311.0,Zaid
2004.0,Gulbarga,111.0,3605.4,27.1,Loam,Spray,121.0,60.0,Coconut,24848.0,Zaid
2004.0,Gulbarga,76.0,3605.4,27.1,Loam,Spray,103.0,57.0,Coconut,761.0,Zaid
2004.0,Gulbarga,53.0,3512.4,26.8,Loam,Spray,71.0,57.0,Coconut,45608.0,Zaid
2004.0,Gulbarga,2688.0,3512.4,26.8,Loam,Spray,3961.0,54.0,Coconut,234581.0,Zaid
2004.0,Gulbarga,2311.0,3512.4,26.8,Loam,Spray,4247.0,54.5,Coconut,646.0,Zaid
2004.0,Gulbarga,2188.0,3296.0,37.0,Loam,Spray,3290.0,56.6,Coconut,43562.0,Zaid
2004.0,Gulbarga,1998.0,3296.0,37.0,Loam,Spray,3138.0,55.5,Coconut,200000.0,Zaid
2004.0,Gulbarga,2006.0,3296.0,37.0,Loam,Spray,3423.0,58.5,Coconut,4847.0,Zaid
2004.0,Gulbarga,2034.0,3550.0,38.0,Loam,Spray,3899.0,59.5,Coconut,51239.0,Zaid
2004.0,Gulbarga,2035.0,3550.0,38.0,Loam,Spray,4015.0,55.0,Coconut,216396.0,Zaid
2004.0,Gulbarga,2074.0,3550.0,38.0,Loam,Spray,4279.0,53.0,Coconut,2644.0,Zaid
2004.0,Gulbarga,2127.0,3654.0,39.0,Loam,Spray,4167.0,53.5,Coconut,44235.0,Zaid
2004.0,Gulbarga,2090.0,3654.0,39.0,Loam,Spray,4479.0,52.5,Coconut,203317.0,Zaid
2004.0,Gulbarga,2059.0,3654.0,39.0,Loam,Spray,3699.0,56.0,Coconut,2134.0,Zaid
2004.0,Gulbarga,2050.0,233.0,40.0,Loam,Spray,4904.0,57.0,Coconut,45186.0,Zaid
2004.0,Gulbarga,1865.0,233.0,40.0,Loam,Spray,2821.0,57.5,Coconut,238542.0,Zaid
2004.0,Gulbarga,1841.0,233.0,40.0,Loam,Spray,3472.0,57.0,Coconut,1516.0,Zaid
2004.0,Gulbarga,1799.0,234.0,41.0,Loam,Spray,3647.0,55.0,Coconut,200000.0,Zaid
2004.0,Gulbarga,1468.0,234.0,41.0,Loam,Spray,393.0,56.0,Coconut,4847.0,Zaid
2004.0,Gulbarga,568.0,234.0,41.0,Red,Spray,167.0,54.0,Coconut,51239.0,Zaid
2004.0,Gulbarga,407.0,3105.0,42.0,Red,Spray,71.0,58.0,Coconut,216396.0,Zaid
2004.0,Gulbarga,177.0,3105.0,42.0,Red,Spray,52.0,58.0,Coconut,2644.0,Zaid
2004.0,Gulbarga,51.0,3105.0,42.0,Red,Spray,12.0,59.0,Coconut,44235.0,Zaid
2004.0,Gulbarga,173.0,236.0,43.0,Red,Spray,51.0,50.0,Coconut,203317.0,Zaid
2004.0,Gulbarga,201.0,236.0,43.0,Red,Spray,61.0,54.0,Coconut,2134.0,Zaid
2013.0,Gulbarga,206.0,321.0,128.0,Red,Drip,67.0,53.0,Cocoa,45186.0,Zaid
2014.0,Gulbarga,243.0,3654.0,129.0,Red,Drip,62.0,52.0,Cocoa,238542.0,Zaid
2015.0,Gulbarga,123.0,323.0,130.0,Red,Drip,32.0,51.0,Cocoa,1516.0,Zaid
2016.0,Gulbarga,82.0,324.0,131.0,Red,Drip,22.0,57.0,Cocoa,57259.0,Zaid
2017.0,Gulbarga,74.0,3105.0,132.0,Red,Drip,25.0,57.0,Cocoa,234779.0,Zaid
2018.0,Gulbarga,18.0,326.0,133.0,Red,Drip,4.0,60.0,Cocoa,1493.0,Zaid
2004.0,Gulbarga,37.0,327.0,134.0,Red,Drip,9.0,57.0,Coffee,64409.0,Zaid
2005.0,Gulbarga,35.0,328.0,135.0,Red,Drip,12.0,57.0,Coffee,249978.0,Zaid
2006.0,Gulbarga,5974.0,2903.1,136.0,Red,Drip,2089.0,54.0,Coffee,637.0,Zaid
2007.0,Gulbarga,6631.0,2903.1,137.0,Red,Drip,2810.0,54.5,Coffee,43311.0,Zaid
2008.0,Gulbarga,6705.0,2903.1,138.0,Red,Drip,841.0,56.6,Coffee,24848.0,Zaid
2009.0,Gulbarga,5876.0,2996.6,139.0,Red,Drip,3550.0,55.5,Coffee,761.0,Zaid
2010.0,Gulbarga,326.0,2996.6,140.0,Red,Drip,109.0,58.5,Coffee,45608.0,Zaid
2011.0,Gulbarga,6470.0,2996.6,141.0,Red,Drip,3368.0,59.5,Coffee,234581.0,Zaid
2012.0,Gulbarga,6709.0,3522.8,142.0,Red,Drip,3671.0,55.0,Coffee,646.0,Zaid
2013.0,Gulbarga,6186.0,3522.8,143.0,Red,Drip,2404.0,53.0,Coffee,43562.0,Zaid
2014.0,Gulbarga,6503.0,3522.8,144.0,Red,Drip,2805.0,53.5,Coffee,200000.0,Zaid
2015.0,Gulbarga,5220.0,3729.8,145.0,Red,Drip,2331.0,52.5,Coffee,4847.0,Zaid
2016.0,Gulbarga,4677.0,3729.8,146.0,Red,Drip,2088.0,56.0,Coffee,51239.0,Zaid
2017.0,Gulbarga,4803.0,3729.8,147.0,Black,Drip,2628.0,57.0,Coffee,216396.0,Zaid
2018.0,Gulbarga,3739.0,2746.2,148.0,Black,Drip,1939.0,57.5,Coffee,2644.0,Zaid
2004.0,Gulbarga,3529.0,2746.2,149.0,Black,Drip,1871.0,57.0,Cardamum,44235.0,Zaid
2005.0,Gulbarga,3649.0,2746.2,150.0,Black,Drip,1868.0,55.0,Cardamum,203317.0,Zaid
2006.0,Gulbarga,1374.0,3360.0,151.0,Black,Drip,127919.0,56.0,Cardamum,2134.0,Zaid
2007.0,Gulbarga,933.0,3360.0,152.0,Black,Drip,75340.0,54.0,Cardamum,45186.0,Zaid
2008.0,Gulbarga,345.0,3360.0,153.0,Black,Drip,29170.0,58.0,Cardamum,238542.0,Zaid
2009.0,Gulbarga,29.0,3605.4,154.0,Black,Drip,1901.0,58.0,Cardamum,1516.0,Zaid
2010.0,Gulbarga,11.0,3605.4,155.0,Black,Drip,972.0,59.0,Cardamum,57259.0,Kharif
2011.0,Gulbarga,10.0,3605.4,156.0,Black,Drip,874.0,50.0,Cardamum,234779.0,Kharif
2012.0,Gulbarga,7.0,3512.4,157.0,Black,Drip,592.0,54.0,Cardamum,1493.0,Kharif
2013.0,Gulbarga,10.0,3512.4,158.0,Black,Drip,864.0,53.0,Cardamum,64409.0,Kharif
2014.0,Gulbarga,56.0,3512.4,159.0,Black,Drip,5373.0,52.0,Cardamum,249978.0,Kharif
2015.0,Gulbarga,68.0,3296.0,160.0,Black,Drip,6589.0,51.0,Cardamum,637.0,Kharif
2016.0,Gulbarga,56.0,3296.0,161.0,Black,Drip,5107.0,57.0,Cardamum,43311.0,Kharif
2017.0,Gulbarga,66.0,3296.0,162.0,Black,Drip,5518.0,57.0,Cardamum,24848.0,Kharif
2018.0,Gulbarga,55.0,3550.0,163.0,Black,Drip,4912.0,60.0,Cardamum,761.0,Kharif
2004.0,Madikeri,42.0,3550.0,164.0,Black,Drip,3830.0,57.0,Pepper,45608.0,Kharif
2005.0,Madikeri,51179.0,3550.0,165.0,Black,Drip,4.0,57.0,Pepper,234581.0,Kharif
2006.0,Madikeri,468.0,3654.0,166.0,Black,Drip,9.0,54.0,Pepper,646.0,Kharif
2007.0,Madikeri,11841.0,3654.0,167.0,Black,Drip,12.0,54.5,Pepper,43562.0,Kharif
2008.0,Madikeri,50975.0,3654.0,168.0,Black,Drip,2089.0,56.6,Pepper,200000.0,Kharif
2009.0,Madikeri,206.0,233.0,169.0,Black,Drip,2810.0,55.5,Pepper,4847.0,Kharif
2010.0,Madikeri,10922.0,233.0,170.0,Black,Drip,841.0,58.5,Pepper,51239.0,Kharif
2011.0,Madikeri,51390.0,233.0,171.0,Black,Drip,3550.0,59.5,Pepper,216396.0,Kharif
2012.0,Madikeri,177.0,234.0,172.0,Alluvial,Basin,109.0,55.0,Pepper,2644.0,Kharif
2013.0,Madikeri,10723.0,234.0,173.0,Alluvial,Basin,3368.0,53.0,Pepper,44235.0,Kharif
2014.0,Madikeri,51709.0,234.0,174.0,Alluvial,Basin,3671.0,53.5,Pepper,203317.0,Kharif
2015.0,Madikeri,146.0,3105.0,175.0,Alluvial,Basin,2404.0,52.5,Pepper,2134.0,Kharif
2016.0,Madikeri,10910.0,3105.0,176.0,Alluvial,Basin,2805.0,56.0,Pepper,45186.0,Kharif
2017.0,Madikeri,51355.0,3105.0,177.0,Alluvial,Basin,2331.0,57.0,Pepper,238542.0,Kharif
2018.0,Madikeri,160.0,236.0,178.0,Alluvial,Basin,2088.0,57.5,Pepper,1516.0,Kharif
2004.0,Madikeri,10912.0,236.0,179.0,Alluvial,Basin,2628.0,57.0,Arecanut,200000.0,Kharif
2005.0,Madikeri,51353.0,2903.1,180.0,Alluvial,Basin,1939.0,55.0,Arecanut,4847.0,Kharif
2006.0,Madikeri,142.0,2903.1,181.0,Alluvial,Basin,1871.0,56.0,Arecanut,51239.0,Kharif
2007.0,Madikeri,10505.0,2903.1,182.0,Alluvial,Basin,1868.0,54.0,Arecanut,216396.0,Kharif
2008.0,Madikeri,51040.0,2996.6,183.0,Alluvial,Basin,127919.0,58.0,Arecanut,2644.0,Kharif
2009.0,Madikeri,154.0,2996.6,184.0,Alluvial,Basin,75340.0,58.0,Arecanut,44235.0,Kharif
2010.0,Madikeri,10318.0,2996.6,185.0,Alluvial,Basin,29170.0,59.0,Arecanut,203317.0,Kharif
2011.0,Madikeri,48083.0,3522.8,186.0,Alluvial,Basin,1901.0,50.0,Arecanut,2134.0,Kharif
2012.0,Madikeri,143.0,3522.8,187.0,Alluvial,Basin,972.0,54.0,Arecanut,45186.0,Kharif
2013.0,Madikeri,9283.0,3522.8,188.0,Alluvial,Basin,874.0,53.0,Arecanut,238542.0,Kharif
2014.0,Madikeri,47200.0,2903.1,189.0,Alluvial,Basin,592.0,52.0,Arecanut,1516.0,Kharif
2015.0,Madikeri,158.0,2903.1,190.0,Alluvial,Basin,864.0,51.0,Arecanut,57259.0,Kharif
2016.0,Madikeri,8982.0,2903.1,191.0,Alluvial,Basin,5373.0,57.0,Arecanut,234779.0,Kharif
2017.0,Hassan,46990.0,2996.6,192.0,Alluvial,Basin,6589.0,57.0,Arecanut,1493.0,Kharif
2018.0,Hassan,103.0,2996.6,193.0,Alluvial,Basin,5107.0,60.0,Arecanut,64409.0,Kharif
2004.0,Hassan,8239.0,2996.6,194.0,Alluvial,Basin,5518.0,57.0,Ginger,249978.0,Kharif
2005.0,Hassan,44563.0,3522.8,195.0,Alluvial,Basin,4912.0,57.0,Ginger,637.0,Kharif
2006.0,Hassan,96.0,3522.8,196.0,Alluvial,Basin,3830.0,54.0,Ginger,43311.0,Kharif
2007.0,Hassan,6949.0,3522.8,197.0,Sandy loam ,Basin,4.0,54.5,Ginger,24848.0,Kharif
2008.0,Hassan,44663.0,3729.8,198.0,Sandy loam ,Basin,9.0,56.6,Ginger,761.0,Kharif
2009.0,Hassan,110.0,3729.8,199.0,Sandy loam ,Basin,12.0,55.5,Ginger,45608.0,Kharif
2010.0,Hassan,6824.0,3729.8,200.0,Sandy loam ,Basin,2089.0,58.5,Ginger,234581.0,Kharif
2011.0,Hassan,43013.0,2746.2,201.0,Sandy loam ,Basin,2810.0,59.5,Ginger,646.0,Kharif
2012.0,Hassan,95.0,2746.2,202.0,Sandy loam ,Basin,841.0,55.0,Ginger,43562.0,Kharif
2013.0,Hassan,6441.0,2746.2,203.0,Sandy loam ,Basin,3550.0,53.0,Ginger,200000.0,Kharif
2014.0,Hassan,4012.0,3360.0,204.0,Sandy loam ,Basin,109.0,53.5,Ginger,4847.0,Kharif
2015.0,Hassan,4877.0,3360.0,205.0,Sandy loam ,Basin,3368.0,52.5,Ginger,51239.0,Kharif
2016.0,Hassan,4930.0,3360.0,206.0,Sandy loam ,Basin,3671.0,56.0,Ginger,216396.0,Kharif
2017.0,Hassan,4954.0,3605.4,207.0,Sandy loam ,Basin,2404.0,57.0,Ginger,2644.0,Kharif
2018.0,Hassan,5019.0,3605.4,208.0,Sandy loam ,Basin,2805.0,57.5,Ginger,44235.0,Kharif
2004.0,Hassan,5127.0,3605.4,209.0,Sandy loam ,Basin,2331.0,57.0,Tea,203317.0,Kharif
2005.0,Hassan,5174.0,3512.4,210.0,Sandy loam ,Basin,2088.0,55.0,Tea,2134.0,Kharif
2006.0,Hassan,5294.0,3512.4,211.0,Sandy loam ,Basin,2628.0,56.0,Tea,45186.0,Kharif
2007.0,Hassan,5474.0,3512.4,212.0,Sandy loam ,Basin,1939.0,54.0,Tea,238542.0,Kharif
2008.0,Hassan,5864.0,3296.0,213.0,Sandy loam ,Basin,1871.0,58.0,Tea,1516.0,Kharif
2009.0,Hassan,7028.0,3296.0,214.0,Sandy loam ,Basin,1868.0,58.0,Tea,57259.0,Kharif
2010.0,Hassan,7403.0,3296.0,215.0,Sandy loam ,Spray,127919.0,59.0,Tea,234779.0,Kharif
2011.0,Hassan,7501.0,3550.0,216.0,Sandy loam ,Spray,75340.0,50.0,Tea,1493.0,Kharif
2012.0,Hassan,7714.0,3550.0,217.0,Sandy loam ,Spray,29170.0,54.0,Tea,64409.0,Kharif
2013.0,Hassan,7856.0,3550.0,218.0,Sandy loam ,Spray,1901.0,53.0,Tea,249978.0,Kharif
2014.0,Hassan,32.0,3654.0,219.0,Sandy loam ,Spray,972.0,52.0,Tea,637.0,Kharif
2015.0,Hassan,1.0,3654.0,220.0,Sandy loam ,Spray,874.0,51.0,Tea,43311.0,Kharif
2016.0,Hassan,30.0,3654.0,221.0,Sandy loam ,Spray,592.0,57.0,Tea,24848.0,Kharif
2017.0,Hassan,6.0,233.0,222.0,Red laterite,Spray,864.0,57.0,Tea,761.0,Kharif
2018.0,Hassan,15.0,233.0,27.0,Red laterite,Spray,5373.0,60.0,Tea,45608.0,Kharif
2004.0,Hassan,4.0,233.0,27.0,Red laterite,Spray,6589.0,57.0,Paddy,234581.0,Kharif
2005.0,Hassan,39.0,234.0,27.0,Red laterite,Spray,5107.0,57.0,Paddy,646.0,Kharif
2006.0,Hassan,6.0,234.0,27.0,Red laterite,Spray,5518.0,54.0,Paddy,43562.0,Kharif
2007.0,Hassan,12.0,234.0,27.0,Red laterite,Spray,4912.0,54.5,Paddy,200000.0,Kharif
2008.0,Hassan,3.0,3105.0,27.2,Red laterite,Spray,3830.0,56.6,Paddy,4847.0,Kharif
2009.0,Hassan,17.0,3105.0,27.2,Red laterite,Spray,313547.0,55.5,Paddy,51239.0,Kharif
2010.0,Hassan,3.0,3105.0,27.2,Red laterite,Spray,2783.0,58.5,Paddy,216396.0,Kharif
2011.0,Hassan,9.0,236.0,27.0,Red laterite,Spray,1533.0,59.5,Paddy,2644.0,Kharif
2012.0,Hassan,21.0,236.0,27.0,Red laterite,Spray,1647.0,55.0,Paddy,44235.0,Kharif
2013.0,Hassan,11.0,2903.1,27.0,Red laterite,Spray,975.0,53.0,Paddy,203317.0,Kharif
2014.0,Hassan,4.0,2903.1,27.0,Red laterite,Spray,2.0,53.5,Paddy,2134.0,Kharif
2015.0,Hassan,15.0,2903.1,27.0,Red laterite,Spray,836.0,52.5,Paddy,45186.0,Kharif
2016.0,Hassan,8.0,2996.6,27.0,Red laterite,Spray,806.0,56.0,Paddy,238542.0,Kharif
2017.0,Hassan,29.0,2996.6,27.2,Red laterite,Spray,880.0,57.0,Paddy,1516.0,Kharif
2018.0,Hassan,1.0,2996.6,27.2,Red laterite,Spray,770.0,57.5,Paddy,200000.0,Kharif
2004.0,Hassan,13736.0,3522.8,27.2,Red laterite,Spray,395.0,57.0,Groundnut,4847.0,Kharif
2005.0,Hassan,14003.0,3522.8,27.1,Red laterite,Spray,187.0,55.0,Groundnut,51239.0,Kharif
