Protocol,Compounds,InputFields,Iterations,NumPending,Hour,Day,Class
C,131.0,6056.0,20,0.0,17.166667,Tue,VF
C,129.0,2417.0,20,0.0,12.7,Fri,VF
C,143.0,2504.0,20,0.0,17.4,Thu,VF
C,142.0,6537.0,20,0.0,16.766667,Fri,VF
C,141.0,1200.0,20,0.0,19.45,Thu,VF
C,133.0,1203.0,20,0.0,19.4,Thu,VF
C,143.0,6644.0,20,0.0,10.65,Mon,VF
C,141.0,6661.0,20,0.0,9.4,Mon,VF
C,138.0,777.0,20,0.0,9.566667,Mon,VF
C,130.0,1075.0,20,0.0,9.5,Mon,VF
C,136.0,2520.0,20,0.0,9.5,Mon,VF
C,135.0,2797.0,20,0.0,9.466667,Mon,VF
C,142.0,142.0,20,0.0,9.516667,Mon,VF
C,1408.0,2755.0,10,0.0,10.933333,Wed,VF
C,1409.0,2759.0,10,0.0,12.766667,Wed,VF
C,1410.0,2761.0,10,0.0,10.15,Wed,F
C,147.0,10521.0,20,0.0,7.95,Fri,VF
C,155.0,2001.0,20,0.0,13.766667,Wed,VF
C,152.0,10656.0,20,0.0,12.95,Wed,VF
C,148.0,1538.0,20,0.0,13.216667,Wed,VF
C,143.0,3664.0,20,0.0,18.216667,Tue,VF
C,152.0,3696.0,20,0.0,18.516667,Tue,VF
C,156.0,6060.0,20,0.0,17.466667,Tue,VF
C,162.0,3656.0,20,0.0,18.433333,Tue,VF
C,170.0,3637.0,20,0.0,17.333333,Tue,VF
C,165.0,7580.0,100,0.0,13.533333,Fri,F
C,173.0,737.0,20,0.0,1.4,Thu,VF
C,177.0,8016.0,20,0.0,16.716667,Fri,VF
C,193.0,262.0,20,0.0,11.45,Mon,VF
C,208.0,7061.0,20,0.0,17.6,Mon,VF
C,215.0,1116.0,20,0.0,17.7,Fri,VF
C,221.0,15420.0,20,0.0,13.45,Tue,VF
C,218.0,15415.0,20,0.0,13.45,Tue,VF
C,226.0,19876.0,20,0.0,15.2,Tue,VF
C,226.0,3659.0,20,0.0,14.416667,Tue,VF
C,223.0,8378.0,20,0.0,15.233333,Tue,VF
C,224.0,7199.0,20,0.0,9.716667,Mon,VF
C,227.0,7778.0,20,0.0,14.15,Tue,VF
C,232.0,8081.0,20,0.0,16.583333,Fri,VF
C,236.0,9379.0,20,0.0,13.8,Tue,VF
C,234.0,3643.0,200,0.0,17.783333,Fri,F
C,229.0,7743.0,20,0.0,15.016667,Tue,VF
C,240.0,4599.0,20,0.0,7.866667,Mon,VF
C,239.0,5215.0,20,0.0,13.616667,Wed,VF
C,240.0,6702.0,20,0.0,18.116667,Fri,VF
C,234.0,7118.0,20,0.0,11.583333,Mon,VF
C,241.0,8801.0,20,0.0,14.85,Tue,VF
C,247.0,7602.0,20,0.0,12.4,Fri,VF
C,263.0,9155.0,20,0.0,11.733333,Wed,VF
C,2715.0,2564.0,20,0.0,0.1,Thu,M
C,269.0,9235.0,20,0.0,13.966667,Wed,VF
C,24.0,2621.0,20,0.0,10.45,Wed,VF
C,35.0,2644.0,20,0.0,14.0,Wed,VF
C,279.0,3676.0,200,0.0,16.566667,Wed,F
C,284.0,3659.0,200,0.0,17.6,Fri,F
C,305.0,9456.0,20,0.0,16.133333,Wed,VF
C,305.0,9464.0,20,0.0,16.266667,Wed,VF
C,315.0,3564.0,20,0.0,13.316667,Mon,VF
C,26.0,3795.0,100,0.0,16.15,Tue,F
C,33.0,4004.0,100,0.0,10.866667,Tue,F
C,338.0,6519.0,20,0.0,15.133333,Fri,VF
C,31.0,2736.0,20,0.0,13.433333,Tue,VF
C,40.0,1182.0,20,0.0,9.75,Tue,VF
C,3669.0,2957.0,20,0.0,7.45,Tue,M
C,3685.0,2961.0,20,0.0,12.0,Wed,M
C,3694.0,13957.0,20,0.0,13.916667,Mon,L
C,376.0,5817.0,50,0.0,11.016667,Fri,F
C,370.0,2495.0,20,0.0,11.25,Wed,VF
C,3731.0,1303.0,20,0.0,14.766667,Wed,M
C,3751.0,743.0,20,0.0,10.516667,Mon,F
C,3753.0,1118.0,20,0.0,6.283333,Tue,M
C,3748.0,13343.0,20,0.0,20.066667,Mon,L
C,3750.0,2283.0,20,0.0,5.65,Mon,M
C,3746.0,3636.0,20,0.0,7.716667,Mon,M
C,3742.0,11601.0,20,0.0,12.566667,Tue,L
C,3752.0,2760.0,20,0.0,11.366667,Tue,M
C,3753.0,13343.0,20,0.0,6.95,Mon,L
C,3749.0,1821.0,20,0.0,12.05,Tue,M
C,3745.0,2016.0,20,0.0,6.4,Tue,M
C,3753.0,7460.0,20,0.0,7.65,Tue,L
C,3748.0,4742.0,20,0.0,5.266667,Mon,L
C,3749.0,11576.0,20,0.0,13.3,Tue,L
C,3748.0,2383.0,20,0.0,4.983333,Tue,M
C,3745.0,15916.0,20,0.0,6.75,Mon,L
C,3752.0,3397.0,20,0.0,12.3,Tue,M
C,3754.0,13199.0,20,0.0,13.066667,Tue,L
C,3776.0,2924.0,20,0.0,10.4,Mon,M
C,3777.0,377.0,20,0.0,10.766667,Mon,F
C,3781.0,84.0,20,0.0,10.416667,Mon,VF
C,3768.0,1076.0,20,0.0,10.333333,Mon,M
C,3771.0,1315.0,20,0.0,8.983333,Mon,M
C,3768.0,1662.0,20,0.0,10.283333,Mon,M
C,3777.0,236.0,20,0.0,10.183333,Mon,VF
C,3772.0,382.0,20,0.0,8.8,Mon,VF
C,3778.0,2035.0,20,0.0,4.616667,Tue,M
C,3772.0,2063.0,20,0.0,5.05,Tue,M
C,3769.0,2640.0,20,0.0,4.3,Tue,M
C,3778.0,3317.0,20,0.0,7.333333,Mon,M
C,3780.0,6916.0,20,0.0,11.1,Mon,L
C,3776.0,762.0,20,0.0,7.0,Tue,F
C,3776.0,8075.0,20,0.0,6.633333,Tue,L
C,3781.0,12564.0,20,0.0,12.933333,Tue,L
C,3778.0,12560.0,20,0.0,12.616667,Tue,L
C,3783.0,14623.0,20,0.0,8.45,Mon,L
C,3777.0,1702.0,20,0.0,5.833333,Tue,M
C,3775.0,1720.0,20,0.0,7.333333,Tue,M
C,3784.0,2038.0,20,0.0,13.45,Mon,L
C,3776.0,2804.0,20,0.0,11.75,Tue,M
C,3779.0,7258.0,20,0.0,6.15,Tue,L
C,3778.0,7282.0,20,0.0,8.133333,Tue,L
C,3784.0,11001.0,20,0.0,12.633333,Tue,L
C,3774.0,11002.0,20,0.0,18.55,Mon,L
C,3783.0,1643.0,20,0.0,4.483333,Tue,M
C,3776.0,1721.0,20,0.0,7.25,Tue,M
C,398.0,661.0,20,0.0,10.85,Thu,VF
C,407.0,6735.0,20,0.0,9.0,Tue,VF
C,410.0,61.0,20,0.0,12.5,Thu,VF
C,4509.0,1097.0,20,0.0,16.733333,Wed,M
C,458.0,4861.0,20,0.0,14.733333,Tue,VF
C,455.0,4821.0,20,0.0,13.933333,Tue,VF
C,463.0,1221.0,10,0.0,11.533333,Tue,VF
C,457.0,1224.0,10,0.0,10.583333,Thu,VF
C,463.0,8235.0,20,0.0,1.9,Fri,F
C,465.0,2119.0,20,0.0,19.35,Mon,VF
C,472.0,2843.0,20,0.0,6.133333,Fri,VF
C,463.0,3235.0,20,0.0,15.65,Wed,VF
C,472.0,5315.0,20,0.0,19.7,Mon,VF
C,536.0,4358.0,20,0.0,22.216667,Mon,VF
C,535.0,4320.0,20,0.0,18.3,Thu,VF
C,536.0,2402.0,20,0.0,10.566667,Wed,VF
C,542.0,2897.0,20,0.0,11.5,Wed,VF
C,532.0,3837.0,20,0.0,13.866667,Tue,VF
C,530.0,5158.0,20,0.0,7.683333,Fri,VF
C,534.0,5203.0,20,0.0,12.5,Wed,VF
C,536.0,5436.0,20,0.0,10.15,Fri,VF
C,531.0,6441.0,20,0.0,14.816667,Thu,VF
C,534.0,1384.0,20,0.0,15.683333,Wed,VF
C,562.0,3136.0,20,0.0,16.8,Wed,VF
C,556.0,3177.0,20,0.0,14.666667,Mon,VF
C,566.0,3203.0,20,0.0,15.2,Mon,VF
C,565.0,3202.0,20,0.0,14.1,Mon,VF
C,71.0,2981.0,20,0.0,9.783333,Wed,VF
C,72.0,197.0,20,0.0,17.416667,Thu,VF
C,74.0,5438.0,20,0.0,15.85,Wed,VF
C,69.0,5658.0,20,0.0,16.8,Wed,VF
C,73.0,5495.0,20,0.0,16.483333,Wed,VF
C,75.0,3678.0,10,0.0,14.166667,Tue,VF
C,86.0,16258.0,20,0.0,9.366667,Thu,VF
C,879.0,6238.0,20,0.0,14.8,Mon,F
C,89.0,3343.0,20,0.0,15.166667,Wed,VF
C,96.0,2242.0,20,0.0,14.166667,Tue,VF
C,87.0,3623.0,20,0.0,17.766667,Tue,VF
D,995.0,144.0,20,0.0,13.95,Tue,VF
D,103.0,76.0,20,0.0,16.2,Wed,VF
D,95.0,84.0,20,0.0,16.516667,Wed,VF
D,98.0,94.0,20,0.0,10.783333,Wed,VF
D,95.0,99.0,20,0.0,14.983333,Tue,VF
D,110.0,97.0,20,0.0,16.766667,Thu,VF
D,105.0,104.0,20,0.0,10.983333,Fri,VF
D,20.0,10.0,10,0.0,17.55,Tue,VF
D,104.0,36.0,20,0.0,18.55,Mon,VF
D,20.0,10.0,20,0.0,15.8,Wed,VF
D,127.0,110.0,20,0.0,12.733333,Fri,VF
D,20.0,10.0,20,0.0,14.1,Mon,VF
D,14090.0,10.0,20,0.0,16.333333,Wed,VF
D,145.0,99.0,20,0.0,7.95,Fri,VF
D,149.0,66.0,20,0.0,5.616667,Fri,VF
D,143.0,75.0,20,0.0,4.866667,Fri,VF
D,147.0,125.0,20,0.0,12.116667,Fri,VF
D,20.0,10.0,20,0.0,6.25,Wed,VF
D,22.0,10.0,20,0.0,6.6,Wed,VF
D,20.0,10.0,20,0.0,8.566667,Wed,VF
D,20.0,10.0,20,0.0,12.983333,Tue,VF
D,20.0,10.0,20,0.0,8.366667,Wed,VF
D,1498.0,140.0,20,0.0,14.0,Tue,VF
D,149.0,115.0,20,0.0,16.233333,Wed,VF
D,146.0,115.0,20,0.0,10.866667,Wed,VF
D,145.0,112.0,20,0.0,16.566667,Wed,VF
D,152.0,80.0,20,0.0,20.85,Mon,VF
D,165.0,168.0,100,0.0,13.566667,Fri,VF
D,20.0,15.0,20,0.0,16.833333,Fri,VF
D,172.0,171.0,20,0.0,14.433333,Thu,VF
D,170.0,174.0,20,0.0,15.816667,Thu,VF
D,172.0,167.0,20,0.0,13.75,Thu,VF
D,175.0,38.0,20,0.0,15.566667,Tue,VF
D,23.0,15.0,20,0.0,14.2,Wed,VF
D,183.0,11.0,20,0.0,12.916667,Thu,VF
D,184.0,74.0,20,0.0,9.5,Thu,VF
D,20.0,12.0,20,0.0,11.55,Mon,VF
D,26.0,11.0,20,0.0,16.6,Thu,VF
D,21.0,18.0,20,0.0,14.166667,Fri,VF
D,20.0,12.0,20,0.0,10.933333,Wed,VF
D,20.0,17.0,20,0.0,12.116667,Thu,VF
D,27.0,14.0,20,0.0,11.25,Wed,VF
D,20.0,10.0,20,0.0,10.85,Wed,VF
D,209.0,140.0,10,0.0,9.733333,Wed,VF
D,208.0,147.0,10,0.0,20.183333,Wed,VF
D,215.0,211.0,20,0.0,17.983333,Mon,VF
D,220.0,171.0,20,0.0,18.016667,Mon,VF
D,228.0,204.0,20,0.0,9.833333,Tue,VF
D,225.0,219.0,20,0.0,11.2,Fri,VF
D,23.0,25.0,20,0.0,9.933333,Thu,VF
D,20.0,10.0,20,0.0,8.95,Wed,VF
D,234.0,123.0,20,0.0,10.466667,Fri,VF
D,236.0,137.0,20,0.0,15.683333,Fri,VF
D,241.0,161.0,20,0.0,7.933333,Mon,VF
D,237.0,215.0,20,0.0,15.866667,Fri,VF
D,240.0,215.0,20,0.0,11.283333,Fri,VF
D,242.0,27.0,20,0.0,11.35,Fri,VF
D,30.0,18.0,20,0.0,11.016667,Wed,VF
D,2505.0,849.0,20,0.0,12.216667,Wed,F
D,2504.0,344.0,20,0.0,12.216667,Tue,VF
D,28.0,20.0,20,0.0,11.016667,Wed,VF
D,22.0,21.0,20,0.0,11.883333,Wed,VF
D,32.0,18.0,20,0.0,11.85,Wed,VF
D,20.0,22.0,20,0.0,16.15,Wed,VF
D,33.0,16.0,20,0.0,10.983333,Wed,VF
D,20.0,23.0,20,0.0,16.466667,Wed,VF
D,29.0,27.0,20,0.0,9.233333,Wed,VF
D,28.0,25.0,20,0.0,10.666667,Wed,VF
D,283.0,175.0,20,0.0,16.9,Fri,VF
D,285.0,176.0,20,0.0,16.916667,Fri,VF
D,28.0,27.0,20,0.0,10.266667,Wed,VF
D,293.0,10.0,20,0.0,9.916667,Mon,VF
D,35.0,25.0,20,0.0,11.366667,Thu,VF
D,22.0,10.0,20,0.0,11.65,Thu,VF
D,306.0,290.0,20,0.0,15.5,Fri,VF
D,302.0,297.0,20,0.0,16.0,Fri,VF
D,314.0,293.0,20,0.0,14.616667,Fri,VF
D,24.0,29.0,100,0.0,15.783333,Thu,VF
D,27.0,27.0,100,0.0,8.85,Thu,VF
D,38.0,32.0,100,0.0,10.0,Thu,VF
D,25.0,33.0,100,0.0,10.766667,Tue,VF
D,29.0,26.0,100,0.0,17.716667,Tue,VF
D,26.0,29.0,100,0.0,10.483333,Thu,VF
D,321.0,35.0,20,0.0,13.766667,Mon,VF
D,40.0,34.0,100,0.0,15.716667,Mon,VF
D,37.0,32.0,100,0.0,16.1,Mon,VF
D,41.0,10.0,10,0.0,11.75,Thu,VF
D,34.0,10.0,20,0.0,15.616667,Fri,VF
D,382.0,167.0,20,0.0,14.516667,Tue,VF
D,376.0,128.0,20,0.0,13.766667,Thu,VF
D,36.0,35.0,20,0.0,13.883333,Tue,VF
D,39.0,33.0,20,0.0,10.616667,Tue,VF
D,410.0,30.0,20,0.0,10.55,Thu,VF
D,409.0,62.0,20,0.0,13.95,Thu,VF
D,425.0,200.0,20,0.0,10.966667,Fri,VF
D,430.0,10.0,20,0.0,16.666667,Mon,VF
D,437.0,427.0,20,0.0,13.033333,Mon,VF
D,46.0,44.0,20,0.0,15.483333,Tue,VF
D,39.0,43.0,20,0.0,16.883333,Thu,VF
D,40.0,45.0,20,0.0,14.233333,Wed,VF
D,443.0,36.0,20,0.0,11.55,Mon,VF
D,448.0,223.0,20,0.0,11.816667,Mon,VF
D,458.0,171.0,20,0.0,14.666667,Tue,VF
D,448.0,168.0,20,0.0,13.933333,Tue,VF
D,456.0,174.0,20,0.0,13.9,Tue,VF
D,465.0,65.0,20,0.0,13.966667,Wed,VF
D,49.0,39.0,20,0.0,15.583333,Fri,VF
D,44.0,38.0,20,0.0,10.366667,Fri,VF
D,45.0,41.0,20,0.0,11.966667,Fri,VF
D,50.0,47.0,20,0.0,12.216667,Fri,VF
D,55.0,11.0,20,0.0,12.866667,Thu,VF
D,504.0,146.0,20,0.0,13.9,Tue,VF
D,515.0,10158.0,20,0.0,10.733333,Fri,VF
D,49.0,40.0,20,0.0,16.483333,Wed,VF
D,56.0,47.0,20,0.0,16.166667,Wed,VF
D,43.0,49.0,20,0.0,17.25,Tue,VF
D,49.0,37.0,20,0.0,14.916667,Mon,VF
D,50.0,46.0,20,0.0,13.6,Fri,VF
D,583.0,168.0,20,0.0,14.95,Mon,VF
D,56.0,54.0,20,0.0,9.333333,Wed,VF
D,61.0,10.0,20,0.0,14.766667,Thu,VF
D,60.0,61.0,20,0.0,15.45,Thu,VF
D,61.0,57.0,20,0.0,18.316667,Thu,VF
D,69.0,67.0,20,0.0,10.133333,Mon,VF
D,72.0,68.0,20,0.0,9.783333,Mon,VF
D,694.0,60.0,20,0.0,15.666667,Wed,VF
D,71.0,10.0,100,0.0,14.366667,Fri,VF
D,76.0,73.0,20,0.0,21.516667,Wed,VF
D,79.0,10.0,20,0.0,14.633333,Thu,VF
D,778.0,36.0,20,0.0,21.633333,Tue,VF
D,782.0,782.0,20,0.0,13.866667,Fri,VF
D,790.0,781.0,20,0.0,17.866667,Wed,VF
D,777.0,782.0,20,0.0,14.25,Fri,VF
D,776.0,782.0,20,0.0,14.25,Fri,VF
D,79.0,81.0,20,0.0,10.816667,Tue,VF
D,20.0,10.0,20,0.0,18.933333,Mon,VF
D,92.0,10.0,10,0.0,1.866667,Tue,VF
D,890.0,19.0,20,0.0,17.45,Tue,VF
D,884.0,204.0,20,0.0,17.466667,Tue,VF
D,895.0,267.0,20,0.0,17.516667,Tue,VF
D,885.0,57.0,20,0.0,17.766667,Tue,VF
D,20.0,10.0,20,0.0,11.216667,Tue,VF
D,20.0,10.0,20,0.0,13.216667,Tue,VF
D,20.0,10.0,20,0.0,13.783333,Tue,VF
D,92.0,43.0,20,0.0,9.283333,Wed,VF
D,910.0,17.0,10,0.0,10.566667,Thu,VF
D,85.0,57.0,20,0.0,10.433333,Tue,VF
D,103.0,59.0,10,0.0,9.6,Tue,VF
D,20.0,10.0,20,0.0,15.55,Mon,VF
F,996.0,719.0,20,80.0,13.983333,Tue,F
