dataset,num_combinations,recommended_preproc,recommended_algorithm,recommended_score,best_preproc,best_algorithm,best_score,delta_score,rank,percentile_rank,is_top_1,is_top_3,is_top_5,best_top3_preproc,best_top3_algorithm,best_top3_score,best_top3_delta,best_top3_rank,best_top3_percentile,best_top3_is_top_1,best_top3_is_top_3,best_top3_is_top_5,recommendation_time_s,delta_multiclass_precision_macro,delta_multiclass_recall_macro,delta_multiclass_f1_weighted,best_multiclass_precision_macro,rec_multiclass_precision_macro,best_multiclass_recall_macro,rec_multiclass_recall_macro,best_multiclass_f1_weighted,rec_multiclass_f1_weighted
mfeat-morphological.csv,56,RandomOverSampler,BalancedRandomForestClassifier,0.716,TomekLinks,BalancedRandomForestClassifier,0.737,-0.021,12.0,78.18,False,False,False,RandomOverSampler,RandomForestClassifier,0.719,-0.018,10.0,81.82,False,False,False,0.0287,-0.024,-0.022,-0.018,0.728,0.704,0.71,0.688,0.769,0.751
maternal_health_risk.csv,56,RandomOverSampler,BalancedRandomForestClassifier,0.772,ADASYN,BalancedRandomForestClassifier,0.784,-0.012,6.0,89.09,False,False,False,RandomOverSampler,RandomForestClassifier,0.776,-0.008,5.0,90.91,False,False,True,0.029,-0.019,-0.005,-0.008,0.792,0.773,0.781,0.776,0.845,0.837
led7.csv,56,ADASYN,GradientBoostingClassifier,0.724,SMOTETomek,GradientBoostingClassifier,0.728,-0.004,19.0,66.07,False,False,False,SMOTETomek,GradientBoostingClassifier,0.728,0.0,1.0,98.21,True,True,True,0.0296,-0.008,-0.001,-0.005,0.729,0.721,0.737,0.736,0.742,0.737
jungle_chess_2pcs_endgame_lion_elephant.csv,56,SMOTE,GradientBoostingClassifier,0.996,RandomOverSampler,GradientBoostingClassifier,0.997,-0.001,4.0,92.59,False,False,True,RandomOverSampler,GradientBoostingClassifier,0.997,0.0,1.0,98.15,True,True,True,0.0293,0.0,-0.002,-0.001,0.997,0.997,0.997,0.995,0.998,0.997
hepatitis_c_virus_hcv_for_egyptian_patients.csv,56,SMOTE,GradientBoostingClassifier,0.332,ADASYN,GradientBoostingClassifier,0.337,-0.005,6.0,88.89,False,False,False,ADASYN,GradientBoostingClassifier,0.337,0.0,1.0,98.15,True,True,True,0.0296,-0.021,0.0,-0.001,0.236,0.215,0.238,0.238,0.408,0.407
eucalyptus.csv,56,RandomOverSampler,RandomForestClassifier,0.569,ADASYN,BalancedRandomForestClassifier,0.578,-0.009,4.0,92.59,False,False,True,RandomOverSampler,BalancedRandomForestClassifier,0.572,-0.006,2.0,96.3,False,True,True,0.0295,-0.013,-0.003,-0.005,0.61,0.597,0.536,0.533,0.638,0.633
cmc.csv,56,ADASYN,BalancedRandomForestClassifier,0.487,SMOTE,GradientBoostingClassifier,0.506,-0.019,32.0,40.74,False,False,False,ADASYN,GradientBoostingClassifier,0.498,-0.008,12.0,77.78,False,False,False,0.0313,-0.021,-0.032,-0.023,0.477,0.456,0.468,0.436,0.63,0.607
autoUniv-au6-1000.csv,56,RandomOverSampler,RandomForestClassifier,0.18,RandomOverSampler,GradientBoostingClassifier,0.208,-0.028,15.0,72.22,False,False,False,SMOTE,RandomForestClassifier,0.191,-0.017,8.0,85.19,False,False,False,0.0295,-0.045,-0.026,-0.026,0.188,0.143,0.187,0.161,0.263,0.237
abalone.csv,56,ADASYN,BalancedRandomForestClassifier,0.612,SMOTETomek,BalancedRandomForestClassifier,0.632,-0.02,20.0,63.64,False,False,False,SMOTE,RandomForestClassifier,0.629,-0.003,9.0,83.64,False,False,False,0.0319,-0.031,-0.014,-0.017,0.623,0.592,0.636,0.622,0.728,0.711
Student_Performance_on_an_Entrance_Examination.csv,56,RandomOverSampler,RandomForestClassifier,0.49,SMOTETomek,GradientBoostingClassifier,0.51,-0.02,6.0,88.89,False,False,False,RandomOverSampler,BalancedRandomForestClassifier,0.495,-0.015,4.0,92.59,False,False,True,0.03,-0.034,-0.011,-0.017,0.54,0.506,0.486,0.475,0.587,0.57
Multiclass_Classification_for_Corporate_Credit_Ratings.csv,56,ADASYN,BalancedRandomForestClassifier,0.698,RandomOverSampler,RandomForestClassifier,0.74,-0.042,11.0,79.63,False,False,False,ADASYN,GradientBoostingClassifier,0.705,-0.035,8.0,85.19,False,False,False,0.0293,-0.061,-0.015,-0.042,0.763,0.702,0.734,0.719,0.749,0.707
Mobile_Price.csv,56,RandomOverSampler,GradientBoostingClassifier,0.85,SMOTE,GradientBoostingClassifier,0.86,-0.01,3.0,94.64,False,True,True,SMOTE,GradientBoostingClassifier,0.86,0.0,1.0,98.21,True,True,True,0.0305,-0.011,-0.014,-0.007,0.856,0.845,0.848,0.834,0.898,0.891
JapaneseVowels.csv,56,SMOTE,BalancedRandomForestClassifier,0.964,SMOTE,BalancedRandomForestClassifier,0.964,0.0,1.0,98.18,True,True,True,SMOTE,BalancedRandomForestClassifier,0.964,0.0,1.0,98.18,True,True,True,0.0285,0.0,0.0,0.0,0.965,0.965,0.961,0.961,0.967,0.967
GesturePhaseSegmentationProcessed.csv,48,RandomOverSampler,BalancedRandomForestClassifier,0.62,ADASYN,RandomForestClassifier,0.622,-0.002,2.0,95.74,False,True,True,RandomOverSampler,BalancedRandomForestClassifier,0.62,-0.002,2.0,95.74,False,True,True,0.028,0.057,-0.062,-0.007,0.613,0.67,0.635,0.573,0.679,0.672
Estimation_of_Obesity_Levels.csv,56,SMOTE,GradientBoostingClassifier,0.933,RandomOverSampler,GradientBoostingClassifier,0.94,-0.007,4.0,92.73,False,False,True,SMOTETomek,GradientBoostingClassifier,0.936,-0.004,3.0,94.55,False,True,True,0.0285,-0.008,-0.007,-0.006,0.945,0.937,0.932,0.925,0.948,0.942
CPMP-2015-classification.csv,56,ADASYN,BalancedRandomForestClassifier,0.545,SMOTETomek,RUSBoostClassifier,0.593,-0.048,35.0,35.19,False,False,False,SMOTETomek,GradientBoostingClassifier,0.582,-0.011,16.0,70.37,False,False,False,0.0289,-0.094,-0.044,-0.025,0.629,0.535,0.561,0.517,0.667,0.642
Apple_Stock_Price_Trends.csv,56,SMOTE,RandomForestClassifier,0.435,SMOTE,GradientBoostingClassifier,0.447,-0.012,4.0,92.59,False,False,True,SMOTE,RandomForestClassifier,0.435,-0.012,4.0,92.59,False,False,True,0.029,-0.019,0.0,-0.017,0.39,0.371,0.367,0.367,0.554,0.537
mental_health_detection.csv,32,ADASYN,GradientBoostingClassifier,,TomekLinks,BaggingClassifier,0.237,,,,False,False,False,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,False,False,False,0.0285,,,,0.198,,0.219,,0.307,
baseball_clean.csv,56,RandomOverSampler,RandomForestClassifier,0.75,RandomOverSampler,RandomForestClassifier,0.75,0.0,1.0,98.18,True,True,True,RandomOverSampler,RandomForestClassifier,0.75,0.0,1.0,98.18,True,True,True,0.0311,0.0,0.0,0.0,0.729,0.729,0.643,0.643,0.927,0.927
Toronto-Apartment-Rental-Price.csv,56,ADASYN,BalancedRandomForestClassifier,0.8,SMOTETomek,BalancedRandomForestClassifier,0.803,-0.003,3.0,94.64,False,True,True,ADASYN,BalancedRandomForestClassifier,0.8,-0.003,3.0,94.64,False,True,True,0.0303,-0.001,-0.004,-0.002,0.8,0.799,0.686,0.682,0.896,0.894
Flare.csv,56,SMOTE,GradientBoostingClassifier,0.666,ADASYN,EasyEnsembleClassifier,0.678,-0.012,6.0,89.29,False,False,False,SMOTE,GradientBoostingClassifier,0.666,-0.012,6.0,89.29,False,False,False,0.029,-0.014,-0.033,0.001,0.645,0.631,0.663,0.63,0.727,0.728
car_subset.csv,56,RandomOverSampler,GradientBoostingClassifier,0.921,TomekLinks,GradientBoostingClassifier,0.927,-0.006,2.0,96.3,False,True,True,TomekLinks,GradientBoostingClassifier,0.927,0.0,1.0,98.15,True,True,True,0.0292,-0.025,0.023,-0.009,0.905,0.88,0.93,0.953,0.959,0.95
shuttle.csv,32,SMOTE,RandomForestClassifier,,RandomOverSampler,RandomForestClassifier,0.988,,,,False,False,False,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,False,False,False,0.0285,,,,0.978,,0.978,,0.999,
penbased.csv,48,SMOTE,BalancedRandomForestClassifier,0.965,RandomOverSampler,RandomForestClassifier,0.967,-0.002,8.0,83.33,False,False,False,SMOTE,RandomForestClassifier,0.967,0.0,4.0,91.67,False,False,True,0.0288,-0.002,-0.003,-0.002,0.97,0.968,0.968,0.965,0.967,0.965
pageblocks.csv,32,RandomOverSampler,RandomForestClassifier,0.757,TomekLinks,BaggingClassifier,0.816,-0.059,11.0,64.52,False,False,False,RandomOverSampler,GradientBoostingClassifier,0.781,-0.035,4.0,87.1,False,False,True,0.0282,-0.128,-0.122,-0.01,0.728,0.6,0.74,0.618,0.955,0.945
ecoli.csv,32,SMOTE,GradientBoostingClassifier,,TomekLinks,RandomForestClassifier,0.804,,,,False,False,False,RandomOverSampler,GradientBoostingClassifier,0.783,-0.021,6.0,80.65,False,False,False,0.0291,,,,0.785,,0.762,,0.849,
dermatology.csv,56,SMOTE,RandomForestClassifier,0.973,EditedNearestNeighbours,BalancedRandomForestClassifier,0.981,-0.008,11.0,77.08,False,False,False,RandomOverSampler,RandomForestClassifier,0.974,-0.007,7.0,85.42,False,False,False,0.0286,-0.007,-0.009,-0.007,0.982,0.975,0.98,0.971,0.982,0.975
contraceptive.csv,48,ADASYN,BalancedRandomForestClassifier,,SMOTETomek,GradientBoostingClassifier,0.528,,,,False,False,False,SMOTE,RandomForestClassifier,0.473,-0.055,28.0,39.13,False,False,False,0.029,,,,0.555,,0.556,,0.568,
balance.csv,56,ADASYN,BalancedRandomForestClassifier,,TomekLinks,AdaBoostClassifier,0.779,,0.0,,False,True,True,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,False,False,False,0.0292,,,,0.676,,0.671,,0.877,
total_score.csv,56,SMOTE,GradientBoostingClassifier,0.659,RandomOverSampler,BalancedRandomForestClassifier,0.762,-0.103,16.0,70.37,False,False,False,SMOTE,BalancedRandomForestClassifier,0.702,-0.06,7.0,87.04,False,False,False,0.0292,-0.114,-0.099,-0.089,0.807,0.693,0.795,0.696,0.78,0.691
website_phishing.csv,56,ADASYN,GradientBoostingClassifier,0.877,RandomOverSampler,GradientBoostingClassifier,0.883,-0.006,2.0,96.3,False,True,True,ADASYN,GradientBoostingClassifier,0.877,-0.006,2.0,96.3,False,True,True,0.0296,0.009,-0.029,0.0,0.859,0.868,0.922,0.893,0.907,0.907
steel-plates-fault_subset.csv,56,RandomOverSampler,RandomForestClassifier,0.775,SMOTE,GradientBoostingClassifier,0.788,-0.013,9.0,83.64,False,False,False,RandomOverSampler,GradientBoostingClassifier,0.786,-0.002,2.0,96.36,False,True,True,0.031,0.002,-0.027,-0.012,0.811,0.813,0.82,0.793,0.785,0.773
soybean_clean.csv,48,SMOTE,GradientBoostingClassifier,0.946,RandomOverSampler,RandomForestClassifier,0.956,-0.01,11.0,76.6,False,False,False,SMOTE,GradientBoostingClassifier,0.946,-0.01,11.0,76.6,False,False,False,0.0322,-0.01,-0.015,-0.006,0.974,0.964,0.971,0.956,0.94,0.934
product_sentiment_machine_hack_subset.csv,56,TomekLinks,GradientBoostingClassifier,0.685,ADASYN,GradientBoostingClassifier,0.701,-0.016,10.0,81.82,False,False,False,SMOTETomek,GradientBoostingClassifier,0.698,-0.003,2.0,96.36,False,True,True,0.0336,-0.107,-0.032,-0.013,0.547,0.44,0.501,0.469,0.848,0.835
okcupid-stem_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True_clean_subset.csv,56,SMOTETomek,GradientBoostingClassifier,0.563,ADASYN,BalancedRandomForestClassifier,0.565,-0.002,5.0,90.74,False,False,True,SMOTETomek,GradientBoostingClassifier,0.563,-0.002,5.0,90.74,False,False,True,0.0332,-0.074,0.097,0.034,0.642,0.568,0.409,0.506,0.648,0.682
mabbob_ela_as_5d_classify.csv,56,RandomOverSampler,BalancedRandomForestClassifier,0.521,RandomOverSampler,RandomForestClassifier,0.529,-0.008,3.0,94.44,False,True,True,RandomOverSampler,RandomForestClassifier,0.529,0.0,1.0,98.15,True,True,True,0.0299,-0.017,-0.007,-0.003,0.564,0.547,0.463,0.456,0.625,0.622
mabbob_ela_as_2d_classify.csv,56,RandomOverSampler,RandomForestClassifier,0.427,RandomOverSampler,RandomForestClassifier,0.427,0.0,1.0,98.15,True,True,True,RandomOverSampler,RandomForestClassifier,0.427,0.0,1.0,98.15,True,True,True,0.0291,0.0,0.0,0.0,0.414,0.414,0.347,0.347,0.545,0.545
jungle_chess_2pcs_raw_endgame_complete_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True_subset.csv,56,RandomOverSampler,GradientBoostingClassifier,0.733,RandomOverSampler,BalancedRandomForestClassifier,0.741,-0.008,8.0,85.45,False,False,False,RandomOverSampler,GradientBoostingClassifier,0.733,-0.008,8.0,85.45,False,False,False,0.0289,-0.039,0.033,-0.016,0.749,0.71,0.745,0.778,0.799,0.783
jungle_chess_2pcs_endgame_rat_lion_subset.csv,56,SMOTE,GradientBoostingClassifier,0.97,SMOTETomek,RandomForestClassifier,0.975,-0.005,17.0,69.64,False,False,False,SMOTETomek,GradientBoostingClassifier,0.971,-0.004,15.0,73.21,False,False,False,0.0291,-0.016,0.0,-0.001,0.975,0.959,0.955,0.955,0.989,0.988
jungle_chess_2pcs_endgame_rat_lion_clean_subset.csv,56,ADASYN,GradientBoostingClassifier,0.97,SMOTE,GradientBoostingClassifier,0.974,-0.004,7.0,87.5,False,False,False,ADASYN,GradientBoostingClassifier,0.97,-0.004,7.0,87.5,False,False,False,0.0298,-0.004,-0.007,-0.002,0.967,0.963,0.964,0.957,0.987,0.985
jungle_chess_2pcs_endgame_panther_lion_subset.csv,56,SMOTE,GradientBoostingClassifier,0.998,TomekLinks,BaggingClassifier,0.998,0.0,5.0,91.07,False,False,True,SMOTE,GradientBoostingClassifier,0.998,0.0,5.0,91.07,False,False,True,0.0297,-0.002,0.002,0.0,0.999,0.997,0.995,0.997,0.999,0.999
jungle_chess_2pcs_endgame_panther_elephant_subset.csv,56,SMOTETomek,GradientBoostingClassifier,0.995,TomekLinks,BaggingClassifier,0.998,-0.003,4.0,92.59,False,False,True,ADASYN,GradientBoostingClassifier,0.996,-0.002,3.0,94.44,False,True,True,0.0294,-0.004,-0.002,-0.001,0.999,0.995,0.994,0.992,0.999,0.998
football-player-position_subset.csv,56,RandomOverSampler,BalancedRandomForestClassifier,0.82,SMOTE,GradientBoostingClassifier,0.826,-0.006,9.0,83.93,False,False,False,ADASYN,BalancedRandomForestClassifier,0.824,-0.002,5.0,91.07,False,False,True,0.029,-0.001,-0.009,-0.005,0.85,0.849,0.854,0.845,0.833,0.828
eucalyptus_subset.csv,56,RandomOverSampler,BalancedRandomForestClassifier,0.738,RandomOverSampler,RandomForestClassifier,0.739,-0.001,2.0,96.36,False,True,True,RandomOverSampler,RandomForestClassifier,0.739,0.0,1.0,98.18,True,True,True,0.0289,-0.002,-0.003,0.0,0.771,0.769,0.722,0.719,0.787,0.787
dgf_96f4164d-956d-4c1c-b161-68724eb0ccdc_clean.csv,56,RandomOverSampler,GradientBoostingClassifier,0.907,RandomOverSampler,BalancedBaggingClassifier,0.912,-0.005,3.0,94.64,False,True,True,RandomOverSampler,GradientBoostingClassifier,0.907,-0.005,3.0,94.64,False,True,True,0.0288,-0.003,-0.005,-0.007,0.918,0.915,0.91,0.905,0.913,0.906
balance-scale.csv,56,ADASYN,BalancedRandomForestClassifier,,EditedNearestNeighbours,GradientBoostingClassifier,0.763,,0.0,,False,True,True,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,False,False,False,0.0291,,,,0.71,,0.741,,0.852,
autoUniv-au7-500.csv,56,SMOTE,GradientBoostingClassifier,0.39,SMOTE,BaggingClassifier,0.432,-0.042,13.0,75.93,False,False,False,SMOTE,GradientBoostingClassifier,0.39,-0.042,13.0,75.93,False,False,False,0.0288,-0.055,-0.045,-0.032,0.447,0.392,0.425,0.38,0.488,0.456
anneal.csv,56,ADASYN,GradientBoostingClassifier,0.987,SMOTETomek,GradientBoostingClassifier,0.987,0.0,2.0,96.43,False,True,True,ADASYN,GradientBoostingClassifier,0.987,0.0,2.0,96.43,False,True,True,0.0298,-0.002,0.0,0.0,0.98,0.978,0.977,0.977,0.997,0.997
analcatdata_halloffame_clean.csv,56,RandomOverSampler,RandomForestClassifier,0.75,RandomOverSampler,RandomForestClassifier,0.75,0.0,1.0,98.18,True,True,True,RandomOverSampler,RandomForestClassifier,0.75,0.0,1.0,98.18,True,True,True,0.0303,0.0,0.0,0.0,0.729,0.729,0.643,0.643,0.927,0.927
analcatdata_authorship.csv,56,SMOTE,RandomForestClassifier,0.992,ADASYN,RandomForestClassifier,0.992,0.0,3.0,94.64,False,True,True,SMOTE,RandomForestClassifier,0.992,0.0,3.0,94.64,False,True,True,0.0304,-0.001,0.002,-0.001,0.995,0.994,0.99,0.992,0.993,0.992
air-quality-and-pollution-assessment_subset.csv,56,SMOTE,GradientBoostingClassifier,0.914,RandomOverSampler,GradientBoostingClassifier,0.929,-0.015,12.0,78.57,False,False,False,RandomOverSampler,BalancedRandomForestClassifier,0.924,-0.005,5.0,91.07,False,False,True,0.0285,-0.023,-0.012,-0.01,0.928,0.905,0.92,0.908,0.945,0.935
agriculture_dataset_karnataka_clean_subset.csv,48,ADASYN,BalancedRandomForestClassifier,0.946,RandomOverSampler,RandomForestClassifier,0.957,-0.011,6.0,87.5,False,False,False,RandomOverSampler,BalancedRandomForestClassifier,0.954,-0.003,2.0,95.83,False,True,True,0.0293,-0.007,-0.013,-0.01,0.967,0.96,0.957,0.944,0.964,0.954
TESTFORDESCRIPTION-anneal.csv,56,ADASYN,GradientBoostingClassifier,0.985,SMOTETomek,GradientBoostingClassifier,0.986,-0.001,3.0,94.55,False,True,True,SMOTETomek,GradientBoostingClassifier,0.986,0.0,2.0,96.36,False,True,True,0.0293,-0.002,0.0,0.0,0.977,0.975,0.976,0.976,0.996,0.996
Success-Rates-2_clean_subset.csv,32,SMOTETomek,GradientBoostingClassifier,,RandomOverSampler,GradientBoostingClassifier,0.921,,,,False,False,False,RandomOverSampler,GradientBoostingClassifier,0.921,0.0,1.0,96.67,True,True,True,0.0317,,,,0.848,,0.85,,0.985,
QSAR_Bioconcentration_classification.csv,56,SMOTETomek,GradientBoostingClassifier,0.591,ADASYN,RandomForestClassifier,0.622,-0.031,13.0,75.93,False,False,False,ADASYN,BalancedRandomForestClassifier,0.619,-0.003,3.0,94.44,False,True,True,0.0313,-0.075,0.002,-0.013,0.72,0.645,0.557,0.559,0.679,0.666
Midwest_survey_clean_subset.csv,56,SMOTETomek,GradientBoostingClassifier,0.951,RandomOverSampler,BaggingClassifier,0.962,-0.011,13.0,75.93,False,False,False,SMOTETomek,GradientBoostingClassifier,0.951,-0.011,13.0,75.93,False,False,False,0.0325,-0.003,-0.016,-0.013,0.96,0.957,0.963,0.947,0.967,0.954
HCV_data_clean.csv,56,SMOTETomek,BalancedRandomForestClassifier,0.759,SMOTE,RandomForestClassifier,0.765,-0.006,3.0,94.55,False,True,True,SMOTE,RandomForestClassifier,0.765,0.0,1.0,98.18,True,True,True,0.0319,-0.006,-0.006,-0.003,0.668,0.662,0.653,0.647,0.929,0.926
Diabetes130US_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True_clean.csv,56,SMOTETomek,GradientBoostingClassifier,0.449,SMOTE,GradientBoostingClassifier,0.449,0.0,2.0,96.36,False,True,True,SMOTETomek,GradientBoostingClassifier,0.449,0.0,2.0,96.36,False,True,True,0.0329,-0.013,0.006,0.005,0.452,0.439,0.416,0.422,0.536,0.541
yeast.csv,32,ADASYN,GradientBoostingClassifier,,TomekLinks,RandomForestClassifier,0.568,,,,False,False,False,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,False,False,False,0.0364,,,,0.584,,0.558,,0.609,
wine_quality_white.csv,32,ADASYN,RandomForestClassifier,,RandomOverSampler,BalancedRandomForestClassifier,0.574,,,,False,False,False,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,False,False,False,0.0281,,,,0.552,,0.443,,0.69,
wine_quality_red.csv,48,ADASYN,BalancedRandomForestClassifier,,RandomOverSampler,BalancedRandomForestClassifier,0.535,,,,False,False,False,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,False,False,False,0.0292,,,,0.401,,0.381,,0.687,
wine-quality-red.csv,48,ADASYN,BalancedRandomForestClassifier,,RandomOverSampler,BalancedRandomForestClassifier,0.535,,,,False,False,False,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,False,False,False,0.0287,,,,0.401,,0.381,,0.687,
wall-robot-navigation.csv,48,RandomOverSampler,BalancedRandomForestClassifier,0.994,RandomOverSampler,GradientBoostingClassifier,0.998,-0.004,9.0,80.43,False,False,False,RandomOverSampler,BalancedRandomForestClassifier,0.994,-0.004,9.0,80.43,False,False,False,0.0293,-0.004,-0.004,-0.003,0.998,0.994,0.997,0.993,0.998,0.995
thyroid-dis.csv,56,RandomOverSampler,BalancedRandomForestClassifier,0.548,TomekLinks,GradientBoostingClassifier,0.563,-0.015,5.0,90.91,False,False,True,RandomOverSampler,RandomForestClassifier,0.555,-0.008,3.0,94.55,False,True,True,0.0292,-0.078,0.016,0.004,0.592,0.514,0.445,0.461,0.681,0.685
thyroid-ann.csv,56,TomekLinks,GradientBoostingClassifier,0.986,RandomOverSampler,BalancedRandomForestClassifier,0.991,-0.005,22.0,59.26,False,False,False,RandomOverSampler,GradientBoostingClassifier,0.99,-0.001,3.0,94.44,False,True,True,0.0287,0.001,-0.014,-0.001,0.981,0.982,0.999,0.985,0.998,0.997
solar-flare.csv,56,SMOTE,GradientBoostingClassifier,0.652,TomekLinks,EasyEnsembleClassifier,0.674,-0.022,15.0,73.21,False,False,False,SMOTETomek,GradientBoostingClassifier,0.655,-0.019,14.0,75.0,False,False,False,0.0309,-0.021,-0.04,-0.013,0.64,0.619,0.666,0.626,0.722,0.709
page_blocks.csv,56,RandomOverSampler,RandomForestClassifier,0.896,RandomOverSampler,RandomForestClassifier,0.896,0.0,1.0,98.18,True,True,True,RandomOverSampler,RandomForestClassifier,0.896,0.0,1.0,98.18,True,True,True,0.0284,0.0,0.0,0.0,0.87,0.87,0.863,0.863,0.974,0.974
page-blocks.csv,56,RandomOverSampler,RandomForestClassifier,0.896,RandomOverSampler,RandomForestClassifier,0.896,0.0,1.0,98.18,True,True,True,RandomOverSampler,RandomForestClassifier,0.896,0.0,1.0,98.18,True,True,True,0.0295,0.0,0.0,0.0,0.87,0.87,0.863,0.863,0.974,0.974
helena_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True.csv,32,SMOTE,RandomForestClassifier,,RandomOverSampler,BalancedRandomForestClassifier,0.199,,,,False,False,False,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,False,False,False,0.0283,,,,0.112,,0.129,,0.229,
first-order-theorem-proving_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True.csv,48,ADASYN,BalancedRandomForestClassifier,0.45,RandomOverSampler,RandomForestClassifier,0.455,-0.005,7.0,85.11,False,False,False,ADASYN,RandomForestClassifier,0.453,-0.002,3.0,93.62,False,True,True,0.0289,-0.012,-0.003,-0.003,0.441,0.429,0.433,0.43,0.532,0.529
first-order-theorem-proving .csv,56,ADASYN,RandomForestClassifier,0.547,SMOTE,RandomForestClassifier,0.548,-0.001,2.0,96.3,False,True,True,ADASYN,RandomForestClassifier,0.547,-0.001,2.0,96.3,False,True,True,0.0281,-0.002,0.0,-0.001,0.526,0.524,0.532,0.532,0.62,0.619
fabert_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True.csv,48,SMOTE,BalancedRandomForestClassifier,0.231,SMOTETomek,EasyEnsembleClassifier,0.394,-0.163,31.0,32.61,False,False,False,SMOTE,BalancedRandomForestClassifier,0.231,-0.163,31.0,32.61,False,False,False,0.0285,-0.318,0.04,0.071,0.566,0.248,0.203,0.243,0.173,0.244
